structureId,chainId,structureTitle,pdbDoi,entityId,ligandId,ligandName,InChI,InChIKey,hetId,IC50,deltaG,uniprotAcc,uniprotRecommendedName,uniprotAlternativeNames
6FML,F,CryoEM Structure INO80core Nucleosome complex,10.2210/pdb6fml/pdb,2,ADP,ADENOSINE-5'-DIPHOSPHATE,"InChI=1S/C10H15N5O10P2/c11-8-5-9(13-2-12-8)15(3-14-5)10-7(17)6(16)4(24-10)1-23-27(21,22)25-26(18,19)20/h2-4,6-7,10,16-17H,1H2,(H,21,22)(H2,11,12,13)(H2,18,19,20)/t4-,6-,7-,10-/m1/s1",XTWYTFMLZFPYCI-KQYNXXCUSA-N,ADP,,,G0RYC2,RuvB-like helicase,
6FML,G,CryoEM Structure INO80core Nucleosome complex,10.2210/pdb6fml/pdb,3,,,,,,,,,,
6FML,H,CryoEM Structure INO80core Nucleosome complex,10.2210/pdb6fml/pdb,4,UNK,UNKNOWN,"InChI=1S/C4H9NO2/c1-2-3(5)4(6)7/h3H,2,5H2,1H3,(H,6,7)/t3-/m0/s1",QWCKQJZIFLGMSD-VKHMYHEASA-N,UNK,,,G0RY01,,
6FML,I,CryoEM Structure INO80core Nucleosome complex,10.2210/pdb6fml/pdb,5,,,,,,,,G0S590,,
6FML,J,CryoEM Structure INO80core Nucleosome complex,10.2210/pdb6fml/pdb,6,ATP,ADENOSINE-5'-TRIPHOSPHATE,"InChI=1S/C10H16N5O13P3/c11-8-5-9(13-2-12-8)15(3-14-5)10-7(17)6(16)4(26-10)1-25-30(21,22)28-31(23,24)27-29(18,19)20/h2-4,6-7,10,16-17H,1H2,(H,21,22)(H,23,24)(H2,11,12,13)(H2,18,19,20)/t4-,6-,7-,10-/m1/s1",ZKHQWZAMYRWXGA-KQYNXXCUSA-N,ATP,,,G0S589,,
6FML,J,CryoEM Structure INO80core Nucleosome complex,10.2210/pdb6fml/pdb,6,UNK,UNKNOWN,"InChI=1S/C4H9NO2/c1-2-3(5)4(6)7/h3H,2,5H2,1H3,(H,6,7)/t3-/m0/s1",QWCKQJZIFLGMSD-VKHMYHEASA-N,UNK,,,G0S589,,
6FML,K,CryoEM Structure INO80core Nucleosome complex,10.2210/pdb6fml/pdb,7,,,,,,,,,,
6FML,L,CryoEM Structure INO80core Nucleosome complex,10.2210/pdb6fml/pdb,8,,,,,,,,,,
6FML,M,CryoEM Structure INO80core Nucleosome complex,10.2210/pdb6fml/pdb,9,,,,,,,,Q71DI3,Histone H3.2,Histone H3/m#Histone H3/o
6FML,N,CryoEM Structure INO80core Nucleosome complex,10.2210/pdb6fml/pdb,10,,,,,,,,P62805,Histone H4,
6FML,O,CryoEM Structure INO80core Nucleosome complex,10.2210/pdb6fml/pdb,11,,,,,,,,P0C0S9,Histone H2A type 1,H2A.1b
6FML,P,CryoEM Structure INO80core Nucleosome complex,10.2210/pdb6fml/pdb,12,,,,,,,,P62807,Histone H2B type 1-C/E/F/G/I,Histone H2B.1 A#Histone H2B.a#Histone H2B.g#Histone H2B.h#Histone H2B.k#Histone H2B.l
6FML,Q,CryoEM Structure INO80core Nucleosome complex,10.2210/pdb6fml/pdb,9,,,,,,,,Q71DI3,Histone H3.2,Histone H3/m#Histone H3/o
6FML,R,CryoEM Structure INO80core Nucleosome complex,10.2210/pdb6fml/pdb,10,,,,,,,,P62805,Histone H4,
6FML,S,CryoEM Structure INO80core Nucleosome complex,10.2210/pdb6fml/pdb,11,,,,,,,,P0C0S9,Histone H2A type 1,H2A.1b
6FML,T,CryoEM Structure INO80core Nucleosome complex,10.2210/pdb6fml/pdb,12,,,,,,,,P62807,Histone H2B type 1-C/E/F/G/I,Histone H2B.1 A#Histone H2B.a#Histone H2B.g#Histone H2B.h#Histone H2B.k#Histone H2B.l
6FQ5,A,Class 1 : canonical nucleosome,10.2210/pdb6fq5/pdb,1,,,,,,,,,,
6FQ5,B,Class 1 : canonical nucleosome,10.2210/pdb6fq5/pdb,2,,,,,,,,P62799,Histone H4,
6FQ5,C,Class 1 : canonical nucleosome,10.2210/pdb6fq5/pdb,3,,,,,,,,Q6AZJ8,Histone H2A,
6FQ5,D,Class 1 : canonical nucleosome,10.2210/pdb6fq5/pdb,4,,,,,,,,A0A1L8FQ56,Histone H2B,
6FQ5,E,Class 1 : canonical nucleosome,10.2210/pdb6fq5/pdb,1,,,,,,,,,,
6FQ5,F,Class 1 : canonical nucleosome,10.2210/pdb6fq5/pdb,5,,,,,,,,P62799,Histone H4,
6FQ5,G,Class 1 : canonical nucleosome,10.2210/pdb6fq5/pdb,3,,,,,,,,Q6AZJ8,Histone H2A,
6FQ5,H,Class 1 : canonical nucleosome,10.2210/pdb6fq5/pdb,4,,,,,,,,A0A1L8FQ56,Histone H2B,
6FQ5,I,Class 1 : canonical nucleosome,10.2210/pdb6fq5/pdb,6,,,,,,,,,,
6FQ5,J,Class 1 : canonical nucleosome,10.2210/pdb6fq5/pdb,7,,,,,,,,,,
6FQ6,A,Class 2 : distorted nucleosome,10.2210/pdb6fq6/pdb,1,,,,,,,,,,
6FQ6,B,Class 2 : distorted nucleosome,10.2210/pdb6fq6/pdb,2,,,,,,,,P62799,Histone H4,
6FQ6,C,Class 2 : distorted nucleosome,10.2210/pdb6fq6/pdb,3,,,,,,,,Q6AZJ8,Histone H2A,
6FQ6,D,Class 2 : distorted nucleosome,10.2210/pdb6fq6/pdb,4,,,,,,,,A0A1L8FQ56,Histone H2B,
6FQ6,E,Class 2 : distorted nucleosome,10.2210/pdb6fq6/pdb,1,,,,,,,,,,
6FQ6,F,Class 2 : distorted nucleosome,10.2210/pdb6fq6/pdb,2,,,,,,,,P62799,Histone H4,
6FQ6,G,Class 2 : distorted nucleosome,10.2210/pdb6fq6/pdb,3,,,,,,,,Q6AZJ8,Histone H2A,
6FQ6,H,Class 2 : distorted nucleosome,10.2210/pdb6fq6/pdb,4,,,,,,,,A0A1L8FQ56,Histone H2B,
6FQ6,I,Class 2 : distorted nucleosome,10.2210/pdb6fq6/pdb,5,,,,,,,,,,
6FQ6,J,Class 2 : distorted nucleosome,10.2210/pdb6fq6/pdb,6,,,,,,,,,,
6FQ8,A,Class 3 : translocated nucleosome,10.2210/pdb6fq8/pdb,1,,,,,,,,P02302,Histone H3.3C,
6FQ8,B,Class 3 : translocated nucleosome,10.2210/pdb6fq8/pdb,2,,,,,,,,P62799,Histone H4,
6FQ8,C,Class 3 : translocated nucleosome,10.2210/pdb6fq8/pdb,3,,,,,,,,Q6AZJ8,Histone H2A,
6FQ8,D,Class 3 : translocated nucleosome,10.2210/pdb6fq8/pdb,4,,,,,,,,A0A1L8FQ56,Histone H2B,
6FQ8,E,Class 3 : translocated nucleosome,10.2210/pdb6fq8/pdb,1,,,,,,,,P02302,Histone H3.3C,
6FQ8,F,Class 3 : translocated nucleosome,10.2210/pdb6fq8/pdb,2,,,,,,,,P62799,Histone H4,
6FQ8,G,Class 3 : translocated nucleosome,10.2210/pdb6fq8/pdb,3,,,,,,,,Q6AZJ8,Histone H2A,
6FQ8,H,Class 3 : translocated nucleosome,10.2210/pdb6fq8/pdb,4,,,,,,,,A0A1L8FQ56,Histone H2B,
6FQ8,I,Class 3 : translocated nucleosome,10.2210/pdb6fq8/pdb,5,,,,,,,,,,
6FQ8,J,Class 3 : translocated nucleosome,10.2210/pdb6fq8/pdb,6,,,,,,,,,,
"4QLC","A","Crystal structure of chromatosome at 3.5 angstrom resolution","10.2210/pdb4qlc/pdb","3","CIT","CITRIC ACID","InChI=1S/C6H8O7/c7-3(8)1-6(13,5(11)12)2-4(9)10/h13H,1-2H2,(H,7,8)(H,9,10)(H,11,12)","KRKNYBCHXYNGOX-UHFFFAOYSA-N","CIT","","","P02299","Histone H3",""
"4QLC","B","Crystal structure of chromatosome at 3.5 angstrom resolution","10.2210/pdb4qlc/pdb","4","","","","","","","","P84040","Histone H4",""
"4QLC","C","Crystal structure of chromatosome at 3.5 angstrom resolution","10.2210/pdb4qlc/pdb","5","","","","","","","","P84051","Histone H2A",""
"4QLC","D","Crystal structure of chromatosome at 3.5 angstrom resolution","10.2210/pdb4qlc/pdb","6","","","","","","","","P02283","Histone H2B",""
"4QLC","E","Crystal structure of chromatosome at 3.5 angstrom resolution","10.2210/pdb4qlc/pdb","3","","","","","","","","P02299","Histone H3",""
"4QLC","F","Crystal structure of chromatosome at 3.5 angstrom resolution","10.2210/pdb4qlc/pdb","4","","","","","","","","P84040","Histone H4",""
"4QLC","G","Crystal structure of chromatosome at 3.5 angstrom resolution","10.2210/pdb4qlc/pdb","5","CIT","CITRIC ACID","InChI=1S/C6H8O7/c7-3(8)1-6(13,5(11)12)2-4(9)10/h13H,1-2H2,(H,7,8)(H,9,10)(H,11,12)","KRKNYBCHXYNGOX-UHFFFAOYSA-N","CIT","","","P84051","Histone H2A",""
"4QLC","H","Crystal structure of chromatosome at 3.5 angstrom resolution","10.2210/pdb4qlc/pdb","6","","","","","","","","P02283","Histone H2B",""
"4QLC","I","Crystal structure of chromatosome at 3.5 angstrom resolution","10.2210/pdb4qlc/pdb","1","","","","","","","","","",""
"4QLC","J","Crystal structure of chromatosome at 3.5 angstrom resolution","10.2210/pdb4qlc/pdb","2","","","","","","","","","",""
"4QLC","U","Crystal structure of chromatosome at 3.5 angstrom resolution","10.2210/pdb4qlc/pdb","7","","","","","","","","P02259","Histone H5",""
"1HQ3","A","CRYSTAL STRUCTURE OF THE HISTONE-CORE-OCTAMER IN KCL/PHOSPHATE","10.2210/pdb1hq3/pdb","1","CL","CHLORIDE ION","InChI=1S/ClH/h1H/p-1","VEXZGXHMUGYJMC-UHFFFAOYSA-M","CL","","","P02263","Histone H2A-IV",""
"1HQ3","A","CRYSTAL STRUCTURE OF THE HISTONE-CORE-OCTAMER IN KCL/PHOSPHATE","10.2210/pdb1hq3/pdb","1","PO4","PHOSPHATE ION","InChI=1S/H3O4P/c1-5(2,3)4/h(H3,1,2,3,4)/p-3","NBIIXXVUZAFLBC-UHFFFAOYSA-K","PO4","","","P02263","Histone H2A-IV",""
"1HQ3","B","CRYSTAL STRUCTURE OF THE HISTONE-CORE-OCTAMER IN KCL/PHOSPHATE","10.2210/pdb1hq3/pdb","2","CL","CHLORIDE ION","InChI=1S/ClH/h1H/p-1","VEXZGXHMUGYJMC-UHFFFAOYSA-M","CL","","","P0C1H5","Histone H2B 7","H2B VII"
"1HQ3","B","CRYSTAL STRUCTURE OF THE HISTONE-CORE-OCTAMER IN KCL/PHOSPHATE","10.2210/pdb1hq3/pdb","2","PO4","PHOSPHATE ION","InChI=1S/H3O4P/c1-5(2,3)4/h(H3,1,2,3,4)/p-3","NBIIXXVUZAFLBC-UHFFFAOYSA-K","PO4","","","P0C1H5","Histone H2B 7","H2B VII"
"1HQ3","C","CRYSTAL STRUCTURE OF THE HISTONE-CORE-OCTAMER IN KCL/PHOSPHATE","10.2210/pdb1hq3/pdb","3","CL","CHLORIDE ION","InChI=1S/ClH/h1H/p-1","VEXZGXHMUGYJMC-UHFFFAOYSA-M","CL","","","P84229","Histone H3.2","Histone H3 class I"
"1HQ3","C","CRYSTAL STRUCTURE OF THE HISTONE-CORE-OCTAMER IN KCL/PHOSPHATE","10.2210/pdb1hq3/pdb","3","PO4","PHOSPHATE ION","InChI=1S/H3O4P/c1-5(2,3)4/h(H3,1,2,3,4)/p-3","NBIIXXVUZAFLBC-UHFFFAOYSA-K","PO4","","","P84229","Histone H3.2","Histone H3 class I"
"1HQ3","D","CRYSTAL STRUCTURE OF THE HISTONE-CORE-OCTAMER IN KCL/PHOSPHATE","10.2210/pdb1hq3/pdb","4","CL","CHLORIDE ION","InChI=1S/ClH/h1H/p-1","VEXZGXHMUGYJMC-UHFFFAOYSA-M","CL","","","P62801","Histone H4",""
"1HQ3","E","CRYSTAL STRUCTURE OF THE HISTONE-CORE-OCTAMER IN KCL/PHOSPHATE","10.2210/pdb1hq3/pdb","1","CL","CHLORIDE ION","InChI=1S/ClH/h1H/p-1","VEXZGXHMUGYJMC-UHFFFAOYSA-M","CL","","","P02263","Histone H2A-IV",""
"1HQ3","E","CRYSTAL STRUCTURE OF THE HISTONE-CORE-OCTAMER IN KCL/PHOSPHATE","10.2210/pdb1hq3/pdb","1","PO4","PHOSPHATE ION","InChI=1S/H3O4P/c1-5(2,3)4/h(H3,1,2,3,4)/p-3","NBIIXXVUZAFLBC-UHFFFAOYSA-K","PO4","","","P02263","Histone H2A-IV",""
"1HQ3","F","CRYSTAL STRUCTURE OF THE HISTONE-CORE-OCTAMER IN KCL/PHOSPHATE","10.2210/pdb1hq3/pdb","2","CL","CHLORIDE ION","InChI=1S/ClH/h1H/p-1","VEXZGXHMUGYJMC-UHFFFAOYSA-M","CL","","","P0C1H5","Histone H2B 7","H2B VII"
"1HQ3","G","CRYSTAL STRUCTURE OF THE HISTONE-CORE-OCTAMER IN KCL/PHOSPHATE","10.2210/pdb1hq3/pdb","3","CL","CHLORIDE ION","InChI=1S/ClH/h1H/p-1","VEXZGXHMUGYJMC-UHFFFAOYSA-M","CL","","","P84229","Histone H3.2","Histone H3 class I"
"1HQ3","H","CRYSTAL STRUCTURE OF THE HISTONE-CORE-OCTAMER IN KCL/PHOSPHATE","10.2210/pdb1hq3/pdb","4","CL","CHLORIDE ION","InChI=1S/ClH/h1H/p-1","VEXZGXHMUGYJMC-UHFFFAOYSA-M","CL","","","P62801","Histone H4",""
"1M18","A","LIGAND BINDING ALTERS THE STRUCTURE AND DYNAMICS OF NUCLEOSOMAL DNA","10.2210/pdb1m18/pdb","2","","","","","","","","P02302","Histone H3.3C",""
"1M18","B","LIGAND BINDING ALTERS THE STRUCTURE AND DYNAMICS OF NUCLEOSOMAL DNA","10.2210/pdb1m18/pdb","3","","","","","","","","P62799","Histone H4",""
"1M18","C","LIGAND BINDING ALTERS THE STRUCTURE AND DYNAMICS OF NUCLEOSOMAL DNA","10.2210/pdb1m18/pdb","4","","","","","","","","P06897","Histone H2A type 1",""
"1M18","D","LIGAND BINDING ALTERS THE STRUCTURE AND DYNAMICS OF NUCLEOSOMAL DNA","10.2210/pdb1m18/pdb","5","MN","MANGANESE (II) ION","InChI=1S/Mn/q+2","WAEMQWOKJMHJLA-UHFFFAOYSA-N","MN","","","P02281","Histone H2B 1.1",""
"1M18","E","LIGAND BINDING ALTERS THE STRUCTURE AND DYNAMICS OF NUCLEOSOMAL DNA","10.2210/pdb1m18/pdb","2","","","","","","","","P02302","Histone H3.3C",""
"1M18","F","LIGAND BINDING ALTERS THE STRUCTURE AND DYNAMICS OF NUCLEOSOMAL DNA","10.2210/pdb1m18/pdb","3","","","","","","","","P62799","Histone H4",""
"1M18","G","LIGAND BINDING ALTERS THE STRUCTURE AND DYNAMICS OF NUCLEOSOMAL DNA","10.2210/pdb1m18/pdb","4","","","","","","","","P06897","Histone H2A type 1",""
"1M18","H","LIGAND BINDING ALTERS THE STRUCTURE AND DYNAMICS OF NUCLEOSOMAL DNA","10.2210/pdb1m18/pdb","5","","","","","","","","P02281","Histone H2B 1.1",""
"1M18","I","LIGAND BINDING ALTERS THE STRUCTURE AND DYNAMICS OF NUCLEOSOMAL DNA","10.2210/pdb1m18/pdb","1","1SZ","N-[5-[[4-[[5-[[5-[[5-[[5-[[3-[3-(dimethylamino)propylamino]-3-oxidanylidene-propyl]carbamoyl]-1-methyl-pyrrol-3-yl]carbamoyl]-1-methyl-pyrrol-3-yl]carbamoyl]-1-methyl-pyrrol-3-yl]carbamoyl]-1-methyl-pyrrol-3-yl]amino]-4-oxidanylidene-butyl]carbamoyl]-1-methyl-pyrrol-3-yl]-1-methyl-4-[[1-methyl-4-[(1-methylimidazol-2-yl)carbonylamino]pyrrol-2-yl]carbonylamino]imidazole-2-carboxamide","InChI=1S/C58H71N21O10/c1-71(2)19-12-16-59-47(80)14-17-62-52(83)41-22-35(28-73(41)4)64-54(85)43-25-37(30-76(43)7)66-55(86)44-24-36(29-77(44)8)65-53(84)42-21-34(27-75(42)6)63-48(81)13-11-15-61-51(82)40-23-38(31-74(40)5)68-58(89)50-69-46(33-79(50)10)70-56(87)45-26-39(32-78(45)9)67-57(88)49-60-18-20-72(49)3/h18,20-33H,11-17,19H2,1-10H3,(H,59,80)(H,61,82)(H,62,83)(H,63,81)(H,64,85)(H,65,84)(H,66,86)(H,67,88)(H,68,89)(H,70,87)","TUWUDTOJENRSJG-UHFFFAOYSA-N","1SZ","","","","",""
"1M18","I","LIGAND BINDING ALTERS THE STRUCTURE AND DYNAMICS OF NUCLEOSOMAL DNA","10.2210/pdb1m18/pdb","1","MN","MANGANESE (II) ION","InChI=1S/Mn/q+2","WAEMQWOKJMHJLA-UHFFFAOYSA-N","MN","","","","",""
"1M18","J","LIGAND BINDING ALTERS THE STRUCTURE AND DYNAMICS OF NUCLEOSOMAL DNA","10.2210/pdb1m18/pdb","1","1SZ","N-[5-[[4-[[5-[[5-[[5-[[5-[[3-[3-(dimethylamino)propylamino]-3-oxidanylidene-propyl]carbamoyl]-1-methyl-pyrrol-3-yl]carbamoyl]-1-methyl-pyrrol-3-yl]carbamoyl]-1-methyl-pyrrol-3-yl]carbamoyl]-1-methyl-pyrrol-3-yl]amino]-4-oxidanylidene-butyl]carbamoyl]-1-methyl-pyrrol-3-yl]-1-methyl-4-[[1-methyl-4-[(1-methylimidazol-2-yl)carbonylamino]pyrrol-2-yl]carbonylamino]imidazole-2-carboxamide","InChI=1S/C58H71N21O10/c1-71(2)19-12-16-59-47(80)14-17-62-52(83)41-22-35(28-73(41)4)64-54(85)43-25-37(30-76(43)7)66-55(86)44-24-36(29-77(44)8)65-53(84)42-21-34(27-75(42)6)63-48(81)13-11-15-61-51(82)40-23-38(31-74(40)5)68-58(89)50-69-46(33-79(50)10)70-56(87)45-26-39(32-78(45)9)67-57(88)49-60-18-20-72(49)3/h18,20-33H,11-17,19H2,1-10H3,(H,59,80)(H,61,82)(H,62,83)(H,63,81)(H,64,85)(H,65,84)(H,66,86)(H,67,88)(H,68,89)(H,70,87)","TUWUDTOJENRSJG-UHFFFAOYSA-N","1SZ","","","","",""
"1M18","J","LIGAND BINDING ALTERS THE STRUCTURE AND DYNAMICS OF NUCLEOSOMAL DNA","10.2210/pdb1m18/pdb","1","MN","MANGANESE (II) ION","InChI=1S/Mn/q+2","WAEMQWOKJMHJLA-UHFFFAOYSA-N","MN","","","","",""
"1M19","A","LIGAND BINDING ALTERS THE STRUCTURE AND DYNAMICS OF NUCLEOSOMAL DNA","10.2210/pdb1m19/pdb","2","","","","","","","","P02302","Histone H3.3C",""
"1M19","B","LIGAND BINDING ALTERS THE STRUCTURE AND DYNAMICS OF NUCLEOSOMAL DNA","10.2210/pdb1m19/pdb","3","","","","","","","","P62799","Histone H4",""
"1M19","C","LIGAND BINDING ALTERS THE STRUCTURE AND DYNAMICS OF NUCLEOSOMAL DNA","10.2210/pdb1m19/pdb","4","","","","","","","","P06897","Histone H2A type 1",""
"1M19","D","LIGAND BINDING ALTERS THE STRUCTURE AND DYNAMICS OF NUCLEOSOMAL DNA","10.2210/pdb1m19/pdb","5","","","","","","","","P02281","Histone H2B 1.1",""
"1M19","E","LIGAND BINDING ALTERS THE STRUCTURE AND DYNAMICS OF NUCLEOSOMAL DNA","10.2210/pdb1m19/pdb","2","MN","MANGANESE (II) ION","InChI=1S/Mn/q+2","WAEMQWOKJMHJLA-UHFFFAOYSA-N","MN","","","P02302","Histone H3.3C",""
"1M19","F","LIGAND BINDING ALTERS THE STRUCTURE AND DYNAMICS OF NUCLEOSOMAL DNA","10.2210/pdb1m19/pdb","3","","","","","","","","P62799","Histone H4",""
"1M19","G","LIGAND BINDING ALTERS THE STRUCTURE AND DYNAMICS OF NUCLEOSOMAL DNA","10.2210/pdb1m19/pdb","4","","","","","","","","P06897","Histone H2A type 1",""
"1M19","H","LIGAND BINDING ALTERS THE STRUCTURE AND DYNAMICS OF NUCLEOSOMAL DNA","10.2210/pdb1m19/pdb","5","","","","","","","","P02281","Histone H2B 1.1",""
"1M19","I","LIGAND BINDING ALTERS THE STRUCTURE AND DYNAMICS OF NUCLEOSOMAL DNA","10.2210/pdb1m19/pdb","1","ABU","GAMMA-AMINO-BUTANOIC ACID","InChI=1S/C4H9NO2/c5-3-1-2-4(6)7/h1-3,5H2,(H,6,7)","BTCSSZJGUNDROE-UHFFFAOYSA-N","ABU","","","","",""
"1M19","I","LIGAND BINDING ALTERS THE STRUCTURE AND DYNAMICS OF NUCLEOSOMAL DNA","10.2210/pdb1m19/pdb","1","BAL","BETA-ALANINE","InChI=1S/C3H7NO2/c4-2-1-3(5)6/h1-2,4H2,(H,5,6)","UCMIRNVEIXFBKS-UHFFFAOYSA-N","BAL","","","","",""
"1M19","I","LIGAND BINDING ALTERS THE STRUCTURE AND DYNAMICS OF NUCLEOSOMAL DNA","10.2210/pdb1m19/pdb","1","DIB","3-AMINO-(DIMETHYLPROPYLAMINE)","InChI=1S/C5H14N2/c1-7(2)5-3-4-6/h3-6H2,1-2H3","IUNMPGNGSSIWFP-UHFFFAOYSA-N","DIB","","","","",""
"1M19","I","LIGAND BINDING ALTERS THE STRUCTURE AND DYNAMICS OF NUCLEOSOMAL DNA","10.2210/pdb1m19/pdb","1","IMT","4-AMINO-(1-METHYLIMIDAZOLE)-2-CARBOXYLIC ACID","InChI=1S/C5H7N3O2/c1-8-2-3(6)7-4(8)5(9)10/h2H,6H2,1H3,(H,9,10)","PPQDQYBXCYQCNH-UHFFFAOYSA-N","IMT","","","","",""
"1M19","I","LIGAND BINDING ALTERS THE STRUCTURE AND DYNAMICS OF NUCLEOSOMAL DNA","10.2210/pdb1m19/pdb","1","MN","MANGANESE (II) ION","InChI=1S/Mn/q+2","WAEMQWOKJMHJLA-UHFFFAOYSA-N","MN","","","","",""
"1M19","I","LIGAND BINDING ALTERS THE STRUCTURE AND DYNAMICS OF NUCLEOSOMAL DNA","10.2210/pdb1m19/pdb","1","PYB","4-AMINO-(1-METHYLPYRROLE)-2-CARBOXYLIC ACID","InChI=1S/C6H8N2O2/c1-8-3-4(7)2-5(8)6(9)10/h2-3H,7H2,1H3,(H,9,10)","MUEOQEUSJMFYHV-UHFFFAOYSA-N","PYB","","","","",""
"1M19","J","LIGAND BINDING ALTERS THE STRUCTURE AND DYNAMICS OF NUCLEOSOMAL DNA","10.2210/pdb1m19/pdb","1","ABU","GAMMA-AMINO-BUTANOIC ACID","InChI=1S/C4H9NO2/c5-3-1-2-4(6)7/h1-3,5H2,(H,6,7)","BTCSSZJGUNDROE-UHFFFAOYSA-N","ABU","","","","",""
"1M19","J","LIGAND BINDING ALTERS THE STRUCTURE AND DYNAMICS OF NUCLEOSOMAL DNA","10.2210/pdb1m19/pdb","1","BAL","BETA-ALANINE","InChI=1S/C3H7NO2/c4-2-1-3(5)6/h1-2,4H2,(H,5,6)","UCMIRNVEIXFBKS-UHFFFAOYSA-N","BAL","","","","",""
"1M19","J","LIGAND BINDING ALTERS THE STRUCTURE AND DYNAMICS OF NUCLEOSOMAL DNA","10.2210/pdb1m19/pdb","1","DIB","3-AMINO-(DIMETHYLPROPYLAMINE)","InChI=1S/C5H14N2/c1-7(2)5-3-4-6/h3-6H2,1-2H3","IUNMPGNGSSIWFP-UHFFFAOYSA-N","DIB","","","","",""
"1M19","J","LIGAND BINDING ALTERS THE STRUCTURE AND DYNAMICS OF NUCLEOSOMAL DNA","10.2210/pdb1m19/pdb","1","IMT","4-AMINO-(1-METHYLIMIDAZOLE)-2-CARBOXYLIC ACID","InChI=1S/C5H7N3O2/c1-8-2-3(6)7-4(8)5(9)10/h2H,6H2,1H3,(H,9,10)","PPQDQYBXCYQCNH-UHFFFAOYSA-N","IMT","","","","",""
"1M19","J","LIGAND BINDING ALTERS THE STRUCTURE AND DYNAMICS OF NUCLEOSOMAL DNA","10.2210/pdb1m19/pdb","1","MN","MANGANESE (II) ION","InChI=1S/Mn/q+2","WAEMQWOKJMHJLA-UHFFFAOYSA-N","MN","","","","",""
"1M19","J","LIGAND BINDING ALTERS THE STRUCTURE AND DYNAMICS OF NUCLEOSOMAL DNA","10.2210/pdb1m19/pdb","1","PYB","4-AMINO-(1-METHYLPYRROLE)-2-CARBOXYLIC ACID","InChI=1S/C6H8N2O2/c1-8-3-4(7)2-5(8)6(9)10/h2-3H,7H2,1H3,(H,9,10)","MUEOQEUSJMFYHV-UHFFFAOYSA-N","PYB","","","","",""
"1M1A","A","LIGAND BINDING ALTERS THE STRUCTURE AND DYNAMICS OF NUCLEOSOMAL DNA","10.2210/pdb1m1a/pdb","2","","","","","","","","P02302","Histone H3.3C",""
"1M1A","B","LIGAND BINDING ALTERS THE STRUCTURE AND DYNAMICS OF NUCLEOSOMAL DNA","10.2210/pdb1m1a/pdb","3","","","","","","","","P62799","Histone H4",""
"1M1A","C","LIGAND BINDING ALTERS THE STRUCTURE AND DYNAMICS OF NUCLEOSOMAL DNA","10.2210/pdb1m1a/pdb","4","","","","","","","","P06897","Histone H2A type 1",""
"1M1A","D","LIGAND BINDING ALTERS THE STRUCTURE AND DYNAMICS OF NUCLEOSOMAL DNA","10.2210/pdb1m1a/pdb","5","","","","","","","","P02281","Histone H2B 1.1",""
"1M1A","E","LIGAND BINDING ALTERS THE STRUCTURE AND DYNAMICS OF NUCLEOSOMAL DNA","10.2210/pdb1m1a/pdb","2","MN","MANGANESE (II) ION","InChI=1S/Mn/q+2","WAEMQWOKJMHJLA-UHFFFAOYSA-N","MN","","","P02302","Histone H3.3C",""
"1M1A","F","LIGAND BINDING ALTERS THE STRUCTURE AND DYNAMICS OF NUCLEOSOMAL DNA","10.2210/pdb1m1a/pdb","3","","","","","","","","P62799","Histone H4",""
"1M1A","G","LIGAND BINDING ALTERS THE STRUCTURE AND DYNAMICS OF NUCLEOSOMAL DNA","10.2210/pdb1m1a/pdb","4","","","","","","","","P06897","Histone H2A type 1",""
"1M1A","H","LIGAND BINDING ALTERS THE STRUCTURE AND DYNAMICS OF NUCLEOSOMAL DNA","10.2210/pdb1m1a/pdb","5","","","","","","","","P02281","Histone H2B 1.1",""
"1M1A","I","LIGAND BINDING ALTERS THE STRUCTURE AND DYNAMICS OF NUCLEOSOMAL DNA","10.2210/pdb1m1a/pdb","1","MN","MANGANESE (II) ION","InChI=1S/Mn/q+2","WAEMQWOKJMHJLA-UHFFFAOYSA-N","MN","","","","",""
"1M1A","J","LIGAND BINDING ALTERS THE STRUCTURE AND DYNAMICS OF NUCLEOSOMAL DNA","10.2210/pdb1m1a/pdb","1","ABU","GAMMA-AMINO-BUTANOIC ACID","InChI=1S/C4H9NO2/c5-3-1-2-4(6)7/h1-3,5H2,(H,6,7)","BTCSSZJGUNDROE-UHFFFAOYSA-N","ABU","","","","",""
"1M1A","J","LIGAND BINDING ALTERS THE STRUCTURE AND DYNAMICS OF NUCLEOSOMAL DNA","10.2210/pdb1m1a/pdb","1","BAL","BETA-ALANINE","InChI=1S/C3H7NO2/c4-2-1-3(5)6/h1-2,4H2,(H,5,6)","UCMIRNVEIXFBKS-UHFFFAOYSA-N","BAL","","","","",""
"1M1A","J","LIGAND BINDING ALTERS THE STRUCTURE AND DYNAMICS OF NUCLEOSOMAL DNA","10.2210/pdb1m1a/pdb","1","DIB","3-AMINO-(DIMETHYLPROPYLAMINE)","InChI=1S/C5H14N2/c1-7(2)5-3-4-6/h3-6H2,1-2H3","IUNMPGNGSSIWFP-UHFFFAOYSA-N","DIB","","","","",""
