PDB	CHAIN	ORGANISM	PROCESS	FUNCTION	UNIPROT	NAME
5mr8	A	Homo sapiens	NA	NA	Q9UPN9	E3 ubiquitin-protein ligase TRIM33
5mvs	A	Homo sapiens	34729#51726	18024#31151	Q8TEK3	Histone-lysine N-methyltransferase, H3 lysine-79 specific
5mvs	B	Homo sapiens	34729#51726	18024#31151	Q8TEK3	Histone-lysine N-methyltransferase, H3 lysine-79 specific
5mw3	A	Homo sapiens	34729#51726	18024#31151	Q8TEK3	Histone-lysine N-methyltransferase, H3 lysine-79 specific
5mw3	B	Homo sapiens	34729#51726	18024#31151	Q8TEK3	Histone-lysine N-methyltransferase, H3 lysine-79 specific
5mw4	A	Homo sapiens	34729#51726	18024#31151	Q8TEK3	Histone-lysine N-methyltransferase, H3 lysine-79 specific
5mw4	B	Homo sapiens	34729#51726	18024#31151	Q8TEK3	Histone-lysine N-methyltransferase, H3 lysine-79 specific
5nl0	I	synthetic construct	NA	NA	NA	NA
5nl0	J	synthetic construct	NA	NA	NA	NA
5nl0	S	synthetic construct	NA	NA	NA	NA
5nl0	T	synthetic construct	NA	NA	NA	NA
5nl0	D	Xenopus laevis	NA	3677#5515#46982	P02281	Histone H2B 1.1
5nl0	H	Xenopus laevis	NA	3677#5515#46982	P02281	Histone H2B 1.1
5nl0	N	Xenopus laevis	NA	3677#5515#46982	P02281	Histone H2B 1.1
5nl0	C	Xenopus laevis	NA	3677#46982	P06897	Histone H2A type 1
5nl0	G	Xenopus laevis	NA	3677#46982	P06897	Histone H2A type 1
5nl0	M	Xenopus laevis	NA	3677#46982	P06897	Histone H2A type 1
5nl0	Z	Xenopus laevis	6334#30261	3677	P22844	Histone H1.0-B
5nl0	B	Xenopus laevis	6334#6352	3677#5515#46982	P62799	Histone H4
5nl0	F	Xenopus laevis	6334#6352	3677#5515#46982	P62799	Histone H4
5nl0	L	Xenopus laevis	6334#6352	3677#5515#46982	P62799	Histone H4
5nl0	A	Xenopus laevis	NA	3677#5515#46982	P84233	Histone H3.2
5nl0	E	Xenopus laevis	NA	3677#5515#46982	P84233	Histone H3.2
5nl0	K	Xenopus laevis	NA	3677#5515#46982	P84233	Histone H3.2
5nnc	A	Homo sapiens	NA	NA	O60885	Bromodomain-containing protein 4
5nnc	B	Homo sapiens	NA	NA	O60885	Bromodomain-containing protein 4
5nnc	C	Homo sapiens	NA	NA	P68431	Histone H3.1
5nnc	D	Homo sapiens	NA	NA	P68431	Histone H3.1
5nnd	A	Homo sapiens	NA	NA	O60885	Bromodomain-containing protein 4
5nnd	B	Homo sapiens	NA	NA	O60885	Bromodomain-containing protein 4
5nnd	D	Homo sapiens	NA	NA	P68431	Histone H3.1
5nnd	E	Homo sapiens	NA	NA	P68431	Histone H3.1
5nr3	A	Homo sapiens	NA	NA	Q9UBC3	DNA (cytosine-5)-methyltransferase 3B
5nr3	B	Homo sapiens	NA	NA	Q9UBC3	DNA (cytosine-5)-methyltransferase 3B
5nrr	A	Homo sapiens	NA	NA	Q9UBC3	DNA (cytosine-5)-methyltransferase 3B
5nrr	B	Homo sapiens	NA	NA	Q9UBC3	DNA (cytosine-5)-methyltransferase 3B
5nrs	A	Homo sapiens	NA	NA	Q9UBC3	DNA (cytosine-5)-methyltransferase 3B
5nrs	B	Homo sapiens	NA	NA	Q9UBC3	DNA (cytosine-5)-methyltransferase 3B
5nrv	A	Homo sapiens	NA	NA	Q9UBC3	DNA (cytosine-5)-methyltransferase 3B
5nrv	D	Homo sapiens	NA	NA	Q9UBC3	DNA (cytosine-5)-methyltransferase 3B
5ntc	A	Mus musculus	6479	8168	Q9WVG6	Histone-arginine methyltransferase CARM1
5ntc	B	Mus musculus	6479	8168	Q9WVG6	Histone-arginine methyltransferase CARM1
5ntc	C	Mus musculus	6479	8168	Q9WVG6	Histone-arginine methyltransferase CARM1
5ntc	D	Mus musculus	6479	8168	Q9WVG6	Histone-arginine methyltransferase CARM1
5nu5	A	Homo sapiens	NA	NA	Q09472	Histone acetyltransferase p300
5nu5	B	Homo sapiens	NA	NA	Q09472	Histone acetyltransferase p300
5nv0	A	Homo sapiens	NA	NA	Q9UBC3	DNA (cytosine-5)-methyltransferase 3B
5nv0	B	Homo sapiens	NA	NA	Q9UBC3	DNA (cytosine-5)-methyltransferase 3B
5nv2	A	Homo sapiens	NA	NA	Q9UBC3	DNA (cytosine-5)-methyltransferase 3B
5nv2	B	Homo sapiens	NA	NA	Q9UBC3	DNA (cytosine-5)-methyltransferase 3B
5nv7	A	Homo sapiens	NA	NA	Q9UBC3	DNA (cytosine-5)-methyltransferase 3B
5nv7	B	Homo sapiens	NA	NA	Q9UBC3	DNA (cytosine-5)-methyltransferase 3B
5nvo	A	Homo sapiens	NA	NA	Q9UBC3	DNA (cytosine-5)-methyltransferase 3B
5nvo	B	Homo sapiens	NA	NA	Q9UBC3	DNA (cytosine-5)-methyltransferase 3B
5o9g	I	synthetic construct	NA	NA	NA	NA
5o9g	J	synthetic construct	NA	NA	NA	NA
5o9g	D	Xenopus laevis	NA	3677#5515#46982	P02281	Histone H2B 1.1
5o9g	H	Xenopus laevis	NA	3677#5515#46982	P02281	Histone H2B 1.1
5o9g	C	Xenopus laevis	NA	3677#46982	P06897	Histone H2A type 1
5o9g	G	Xenopus laevis	NA	3677#46982	P06897	Histone H2A type 1
5o9g	W	Saccharomyces cerevisiae	1178#6325#6351#6355#6363#6368#6369#16584#34728#42766#43044#60303#71441#71894#1900050#1902275#2000104#2000616	166#182#3677#4386#5524#8094#16787#31490#35064#44212#70615	P32657	Chromo domain-containing protein 1
5o9g	B	Xenopus laevis	6334#6352	3677#5515#46982	P62799	Histone H4
5o9g	F	Xenopus laevis	6334#6352	3677#5515#46982	P62799	Histone H4
5o9g	A	Xenopus laevis	NA	3677#5515#46982	P84233	Histone H3.2
5o9g	E	Xenopus laevis	NA	3677#5515#46982	P84233	Histone H3.2
5oej	B	Komagataella pastoris	16573	NA	C4QYV4	NA
5ol0	C	Homo sapiens	NA	NA	P04637	Cellular tumor antigen p53
5ol0	D	Homo sapiens	NA	NA	P04637	Cellular tumor antigen p53
5ol0	A	Leishmania infantum	NA	8270#17136#70403	Q8I6E4	NAD-dependent protein deacetylase
5ol0	B	Leishmania infantum	NA	8270#17136#70403	Q8I6E4	NAD-dependent protein deacetylase
5omx	I	Homo sapiens	NA	NA	NA	NA
5omx	J	Homo sapiens	NA	NA	NA	NA
5omx	D	Xenopus laevis	NA	3677#5515#46982	P02281	Histone H2B 1.1
5omx	H	Xenopus laevis	NA	3677#5515#46982	P02281	Histone H2B 1.1
5omx	C	Xenopus laevis	NA	3677#46982	P06897	Histone H2A type 1
5omx	G	Xenopus laevis	NA	3677#46982	P06897	Histone H2A type 1
5omx	B	Xenopus laevis	6334#6352	3677#5515#46982	P62799	Histone H4
5omx	F	Xenopus laevis	6334#6352	3677#5515#46982	P62799	Histone H4
5omx	A	Xenopus laevis	NA	3677#5515#46982	P84233	Histone H3.2
5omx	E	Xenopus laevis	NA	3677#5515#46982	P84233	Histone H3.2
5ong	I	Homo sapiens	NA	NA	NA	NA
5ong	J	Homo sapiens	NA	NA	NA	NA
5ong	D	Xenopus laevis	NA	3677#5515#46982	P02281	Histone H2B 1.1
5ong	H	Xenopus laevis	NA	3677#5515#46982	P02281	Histone H2B 1.1
5ong	C	Xenopus laevis	NA	3677#46982	P06897	Histone H2A type 1
5ong	G	Xenopus laevis	NA	3677#46982	P06897	Histone H2A type 1
5ong	B	Xenopus laevis	6334#6352	3677#5515#46982	P62799	Histone H4
5ong	F	Xenopus laevis	6334#6352	3677#5515#46982	P62799	Histone H4
5ong	A	Xenopus laevis	NA	3677#5515#46982	P84233	Histone H3.2
5ong	E	Xenopus laevis	NA	3677#5515#46982	P84233	Histone H3.2
5onw	I	Homo sapiens	NA	NA	NA	NA
5onw	J	Homo sapiens	NA	NA	NA	NA
5onw	D	Xenopus laevis	NA	3677#5515#46982	P02281	Histone H2B 1.1
5onw	H	Xenopus laevis	NA	3677#5515#46982	P02281	Histone H2B 1.1
5onw	C	Xenopus laevis	NA	3677#46982	P06897	Histone H2A type 1
5onw	G	Xenopus laevis	NA	3677#46982	P06897	Histone H2A type 1
5onw	B	Xenopus laevis	6334#6352	3677#5515#46982	P62799	Histone H4
5onw	F	Xenopus laevis	6334#6352	3677#5515#46982	P62799	Histone H4
5onw	A	Xenopus laevis	NA	3677#5515#46982	P84233	Histone H3.2
5onw	E	Xenopus laevis	NA	3677#5515#46982	P84233	Histone H3.2
5oxv	I	synthetic construct	NA	NA	NA	NA
5oxv	J	synthetic construct	NA	NA	NA	NA
5oxv	D	Xenopus laevis	NA	3677#5515#46982	P02281	Histone H2B 1.1
5oxv	H	Xenopus laevis	NA	3677#5515#46982	P02281	Histone H2B 1.1
5oxv	N	Xenopus laevis	NA	3677#5515#46982	P02281	Histone H2B 1.1
5oxv	R	Xenopus laevis	NA	3677#5515#46982	P02281	Histone H2B 1.1
5oxv	C	Xenopus laevis	NA	3677#46982	P06897	Histone H2A type 1
5oxv	G	Xenopus laevis	NA	3677#46982	P06897	Histone H2A type 1
5oxv	M	Xenopus laevis	NA	3677#46982	P06897	Histone H2A type 1
5oxv	Q	Xenopus laevis	NA	3677#46982	P06897	Histone H2A type 1
5oxv	B	Xenopus laevis	6334#6352	3677#5515#46982	P62799	Histone H4
5oxv	F	Xenopus laevis	6334#6352	3677#5515#46982	P62799	Histone H4
5oxv	L	Xenopus laevis	6334#6352	3677#5515#46982	P62799	Histone H4
5oxv	P	Xenopus laevis	6334#6352	3677#5515#46982	P62799	Histone H4
5oxv	A	Xenopus laevis	NA	3677#5515#46982	P84233	Histone H3.2
5oxv	E	Xenopus laevis	NA	3677#5515#46982	P84233	Histone H3.2
5oxv	K	Xenopus laevis	NA	3677#5515#46982	P84233	Histone H3.2
5oxv	O	Xenopus laevis	NA	3677#5515#46982	P84233	Histone H3.2
5oy3	A	Homo sapiens	71557	46872#71558	O15054	Lysine-specific demethylase 6B
5oy3	B	Homo sapiens	NA	NA	P68431	Histone H3.1
5oy7	g	synthetic construct	NA	NA	NA	NA
5oy7	h	synthetic construct	NA	NA	NA	NA
5oy7	D	Xenopus laevis	6334#6352	3677#5515#46982	P02281	Histone H2B 1.1
5oy7	H	Xenopus laevis	NA	3677#5515#46982	P02281	Histone H2B 1.1
5oy7	L	Xenopus laevis	NA	3677#5515#46982	P02281	Histone H2B 1.1
5oy7	P	Xenopus laevis	NA	3677#5515#46982	P02281	Histone H2B 1.1
5oy7	T	Xenopus laevis	NA	3677#5515#46982	P02281	Histone H2B 1.1
5oy7	X	Xenopus laevis	NA	3677#5515#46982	P02281	Histone H2B 1.1
5oy7	b	Xenopus laevis	NA	NA	P02281	Histone H2B 1.1
5oy7	f	Xenopus laevis	NA	NA	P02281	Histone H2B 1.1
5oy7	G	Xenopus laevis	NA	3677#46982	P06897	Histone H2A type 1
5oy7	K	Xenopus laevis	NA	3677#46982	P06897	Histone H2A type 1
5oy7	O	Xenopus laevis	NA	3677#46982	P06897	Histone H2A type 1
5oy7	S	Xenopus laevis	NA	3677#46982	P06897	Histone H2A type 1
5oy7	W	Xenopus laevis	NA	3677#46982	P06897	Histone H2A type 1
5oy7	C	Xenopus laevis	NA	3677#5515#46982	P06897	Histone H2A type 1
5oy7	a	Xenopus laevis	NA	NA	P06897	Histone H2A type 1
5oy7	e	Xenopus laevis	NA	NA	P06897	Histone H2A type 1
5oy7	B	Xenopus laevis	6334#6352	3677#5515#46982	P62799	Histone H4
5oy7	F	Xenopus laevis	6334#6352	3677#5515#46982	P62799	Histone H4
5oy7	J	Xenopus laevis	6334#6352	3677#5515#46982	P62799	Histone H4
5oy7	N	Xenopus laevis	6334#6352	3677#5515#46982	P62799	Histone H4
5oy7	R	Xenopus laevis	6334#6352	3677#5515#46982	P62799	Histone H4
5oy7	V	Xenopus laevis	6334#6352	3677#5515#46982	P62799	Histone H4
5oy7	Z	Xenopus laevis	6334#6352	3677#5515#46982	P62799	Histone H4
5oy7	d	Xenopus laevis	NA	NA	P62799	Histone H4
5oy7	A	Xenopus laevis	NA	3677#5515#46982	P84233	Histone H3.2
5oy7	E	Xenopus laevis	NA	3677#5515#46982	P84233	Histone H3.2
5oy7	I	Xenopus laevis	NA	3677#5515#46982	P84233	Histone H3.2
5oy7	M	Xenopus laevis	NA	3677#5515#46982	P84233	Histone H3.2
5oy7	Q	Xenopus laevis	NA	3677#5515#46982	P84233	Histone H3.2
5oy7	U	Xenopus laevis	NA	3677#5515#46982	P84233	Histone H3.2
5oy7	Y	Xenopus laevis	NA	3677#5515#46982	P84233	Histone H3.2
5oy7	c	Xenopus laevis	NA	NA	P84233	Histone H3.2
5ph0	A	Homo sapiens	NA	NA	Q6B0I6	Lysine-specific demethylase 4D
5ph1	A	Homo sapiens	NA	NA	Q6B0I6	Lysine-specific demethylase 4D
5ph2	A	Homo sapiens	NA	NA	Q6B0I6	Lysine-specific demethylase 4D
5ph3	A	Homo sapiens	NA	NA	Q6B0I6	Lysine-specific demethylase 4D
5ph4	A	Homo sapiens	NA	NA	Q6B0I6	Lysine-specific demethylase 4D
5ph5	A	Homo sapiens	NA	NA	Q6B0I6	Lysine-specific demethylase 4D
5ph6	A	Homo sapiens	NA	NA	Q6B0I6	Lysine-specific demethylase 4D
5ph7	A	Homo sapiens	NA	NA	Q6B0I6	Lysine-specific demethylase 4D
5ph8	A	Homo sapiens	NA	NA	Q6B0I6	Lysine-specific demethylase 4D
5ph9	A	Homo sapiens	NA	NA	Q6B0I6	Lysine-specific demethylase 4D
5pha	A	Homo sapiens	NA	NA	Q6B0I6	Lysine-specific demethylase 4D
5phb	A	Homo sapiens	NA	NA	Q6B0I6	Lysine-specific demethylase 4D
5phc	A	Homo sapiens	NA	NA	Q6B0I6	Lysine-specific demethylase 4D
5phd	A	Homo sapiens	NA	NA	Q6B0I6	Lysine-specific demethylase 4D
5phe	A	Homo sapiens	NA	NA	Q6B0I6	Lysine-specific demethylase 4D
5phf	A	Homo sapiens	NA	NA	Q6B0I6	Lysine-specific demethylase 4D
5phg	A	Homo sapiens	NA	NA	Q6B0I6	Lysine-specific demethylase 4D
5phh	A	Homo sapiens	NA	NA	Q6B0I6	Lysine-specific demethylase 4D
5phi	A	Homo sapiens	NA	NA	Q6B0I6	Lysine-specific demethylase 4D
5phj	A	Homo sapiens	NA	NA	Q6B0I6	Lysine-specific demethylase 4D
5phk	A	Homo sapiens	NA	NA	Q6B0I6	Lysine-specific demethylase 4D
5phl	A	Homo sapiens	NA	NA	Q6B0I6	Lysine-specific demethylase 4D
5phm	A	Homo sapiens	NA	NA	Q6B0I6	Lysine-specific demethylase 4D
5phn	A	Homo sapiens	NA	NA	Q6B0I6	Lysine-specific demethylase 4D
5pho	A	Homo sapiens	NA	NA	Q6B0I6	Lysine-specific demethylase 4D
5php	A	Homo sapiens	NA	NA	Q6B0I6	Lysine-specific demethylase 4D
5phq	A	Homo sapiens	NA	NA	Q6B0I6	Lysine-specific demethylase 4D
5phr	A	Homo sapiens	NA	NA	Q6B0I6	Lysine-specific demethylase 4D
5phs	A	Homo sapiens	NA	NA	Q6B0I6	Lysine-specific demethylase 4D
5pht	A	Homo sapiens	NA	NA	Q6B0I6	Lysine-specific demethylase 4D
5phu	A	Homo sapiens	NA	NA	Q6B0I6	Lysine-specific demethylase 4D
5phv	A	Homo sapiens	NA	NA	Q6B0I6	Lysine-specific demethylase 4D
5phw	A	Homo sapiens	NA	NA	Q6B0I6	Lysine-specific demethylase 4D
5phx	A	Homo sapiens	NA	NA	Q6B0I6	Lysine-specific demethylase 4D
5phy	A	Homo sapiens	NA	NA	Q6B0I6	Lysine-specific demethylase 4D
5phz	A	Homo sapiens	NA	NA	Q6B0I6	Lysine-specific demethylase 4D
5pi0	A	Homo sapiens	NA	NA	Q6B0I6	Lysine-specific demethylase 4D
5pi1	A	Homo sapiens	NA	NA	Q6B0I6	Lysine-specific demethylase 4D
5pi2	A	Homo sapiens	NA	NA	Q6B0I6	Lysine-specific demethylase 4D
5pi3	A	Homo sapiens	NA	NA	Q6B0I6	Lysine-specific demethylase 4D
5pi4	A	Homo sapiens	NA	NA	Q6B0I6	Lysine-specific demethylase 4D
5pi5	A	Homo sapiens	NA	NA	Q6B0I6	Lysine-specific demethylase 4D
5pi6	A	Homo sapiens	NA	NA	Q6B0I6	Lysine-specific demethylase 4D
5pi7	A	Homo sapiens	NA	NA	Q6B0I6	Lysine-specific demethylase 4D
5pi8	A	Homo sapiens	NA	NA	Q6B0I6	Lysine-specific demethylase 4D
5pi9	A	Homo sapiens	NA	NA	Q6B0I6	Lysine-specific demethylase 4D
5pia	A	Homo sapiens	NA	NA	Q6B0I6	Lysine-specific demethylase 4D
5pib	A	Homo sapiens	NA	NA	Q6B0I6	Lysine-specific demethylase 4D
5pic	A	Homo sapiens	NA	NA	Q6B0I6	Lysine-specific demethylase 4D
5pid	A	Homo sapiens	NA	NA	Q6B0I6	Lysine-specific demethylase 4D
5pie	A	Homo sapiens	NA	NA	Q6B0I6	Lysine-specific demethylase 4D
5pif	A	Homo sapiens	NA	NA	Q6B0I6	Lysine-specific demethylase 4D
5pig	A	Homo sapiens	NA	NA	Q6B0I6	Lysine-specific demethylase 4D
5pih	A	Homo sapiens	NA	NA	Q6B0I6	Lysine-specific demethylase 4D
5pii	A	Homo sapiens	NA	NA	Q6B0I6	Lysine-specific demethylase 4D
5pij	A	Homo sapiens	NA	NA	Q6B0I6	Lysine-specific demethylase 4D
5pik	A	Homo sapiens	NA	NA	Q6B0I6	Lysine-specific demethylase 4D
5pil	A	Homo sapiens	NA	NA	Q6B0I6	Lysine-specific demethylase 4D
5pim	A	Homo sapiens	NA	NA	Q6B0I6	Lysine-specific demethylase 4D
5pin	A	Homo sapiens	NA	NA	Q6B0I6	Lysine-specific demethylase 4D
5pio	A	Homo sapiens	NA	NA	Q6B0I6	Lysine-specific demethylase 4D
5pip	A	Homo sapiens	NA	NA	Q6B0I6	Lysine-specific demethylase 4D
5piq	A	Homo sapiens	NA	NA	Q6B0I6	Lysine-specific demethylase 4D
5pir	A	Homo sapiens	NA	NA	Q6B0I6	Lysine-specific demethylase 4D
5pis	A	Homo sapiens	NA	NA	Q6B0I6	Lysine-specific demethylase 4D
5pit	A	Homo sapiens	NA	NA	Q6B0I6	Lysine-specific demethylase 4D
5piu	A	Homo sapiens	NA	NA	Q6B0I6	Lysine-specific demethylase 4D
5piv	A	Homo sapiens	NA	NA	Q6B0I6	Lysine-specific demethylase 4D
5piw	A	Homo sapiens	NA	NA	Q6B0I6	Lysine-specific demethylase 4D
5pix	A	Homo sapiens	NA	NA	Q6B0I6	Lysine-specific demethylase 4D
5piy	A	Homo sapiens	NA	NA	Q6B0I6	Lysine-specific demethylase 4D
5piz	A	Homo sapiens	NA	NA	Q6B0I6	Lysine-specific demethylase 4D
5pj0	A	Homo sapiens	NA	NA	Q6B0I6	Lysine-specific demethylase 4D
5pj1	A	Homo sapiens	NA	NA	Q6B0I6	Lysine-specific demethylase 4D
5pj2	A	Homo sapiens	NA	NA	Q6B0I6	Lysine-specific demethylase 4D
5pj3	A	Homo sapiens	NA	NA	Q6B0I6	Lysine-specific demethylase 4D
5pj4	A	Homo sapiens	NA	NA	Q6B0I6	Lysine-specific demethylase 4D
5pj5	A	Homo sapiens	NA	NA	Q6B0I6	Lysine-specific demethylase 4D
5pj6	A	Homo sapiens	NA	NA	Q6B0I6	Lysine-specific demethylase 4D
5pj7	A	Homo sapiens	NA	NA	Q6B0I6	Lysine-specific demethylase 4D
5pj8	A	Homo sapiens	NA	NA	Q6B0I6	Lysine-specific demethylase 4D
5pj9	A	Homo sapiens	NA	NA	Q6B0I6	Lysine-specific demethylase 4D
5pja	A	Homo sapiens	NA	NA	Q6B0I6	Lysine-specific demethylase 4D
5pjb	A	Homo sapiens	NA	NA	Q6B0I6	Lysine-specific demethylase 4D
5pjc	A	Homo sapiens	NA	NA	Q6B0I6	Lysine-specific demethylase 4D
5pjd	A	Homo sapiens	NA	NA	Q6B0I6	Lysine-specific demethylase 4D
5pje	A	Homo sapiens	NA	NA	Q6B0I6	Lysine-specific demethylase 4D
5pjf	A	Homo sapiens	NA	NA	Q6B0I6	Lysine-specific demethylase 4D
5pjg	A	Homo sapiens	NA	NA	Q6B0I6	Lysine-specific demethylase 4D
5pjh	A	Homo sapiens	NA	NA	Q6B0I6	Lysine-specific demethylase 4D
5pji	A	Homo sapiens	NA	NA	Q6B0I6	Lysine-specific demethylase 4D
5pjj	A	Homo sapiens	NA	NA	Q6B0I6	Lysine-specific demethylase 4D
5pjk	A	Homo sapiens	NA	NA	Q6B0I6	Lysine-specific demethylase 4D
5pjl	A	Homo sapiens	NA	NA	Q6B0I6	Lysine-specific demethylase 4D
5pjm	A	Homo sapiens	NA	NA	Q6B0I6	Lysine-specific demethylase 4D
5pjn	A	Homo sapiens	NA	NA	Q6B0I6	Lysine-specific demethylase 4D
5pjo	A	Homo sapiens	NA	NA	Q6B0I6	Lysine-specific demethylase 4D
5pjp	A	Homo sapiens	NA	NA	Q6B0I6	Lysine-specific demethylase 4D
5pjq	A	Homo sapiens	NA	NA	Q6B0I6	Lysine-specific demethylase 4D
5pjr	A	Homo sapiens	NA	NA	Q6B0I6	Lysine-specific demethylase 4D
5pjs	A	Homo sapiens	NA	NA	Q6B0I6	Lysine-specific demethylase 4D
5pjt	A	Homo sapiens	NA	NA	Q6B0I6	Lysine-specific demethylase 4D
5pju	A	Homo sapiens	NA	NA	Q6B0I6	Lysine-specific demethylase 4D
5pjv	A	Homo sapiens	NA	NA	Q6B0I6	Lysine-specific demethylase 4D
5pjw	A	Homo sapiens	NA	NA	Q6B0I6	Lysine-specific demethylase 4D
5pjx	A	Homo sapiens	NA	NA	Q6B0I6	Lysine-specific demethylase 4D
5pjy	A	Homo sapiens	NA	NA	Q6B0I6	Lysine-specific demethylase 4D
5pjz	A	Homo sapiens	NA	NA	Q6B0I6	Lysine-specific demethylase 4D
5pk0	A	Homo sapiens	NA	NA	Q6B0I6	Lysine-specific demethylase 4D
5pk1	A	Homo sapiens	NA	NA	Q6B0I6	Lysine-specific demethylase 4D
5pk2	A	Homo sapiens	NA	NA	Q6B0I6	Lysine-specific demethylase 4D
5pk3	A	Homo sapiens	NA	NA	Q6B0I6	Lysine-specific demethylase 4D
5pk4	A	Homo sapiens	NA	NA	Q6B0I6	Lysine-specific demethylase 4D
5pk5	A	Homo sapiens	NA	NA	Q6B0I6	Lysine-specific demethylase 4D
5pk6	A	Homo sapiens	NA	NA	Q6B0I6	Lysine-specific demethylase 4D
5pk7	A	Homo sapiens	NA	NA	Q6B0I6	Lysine-specific demethylase 4D
5pk8	A	Homo sapiens	NA	NA	Q6B0I6	Lysine-specific demethylase 4D
5pk9	A	Homo sapiens	NA	NA	Q6B0I6	Lysine-specific demethylase 4D
5pka	A	Homo sapiens	NA	NA	Q6B0I6	Lysine-specific demethylase 4D
5pkb	A	Homo sapiens	NA	NA	Q6B0I6	Lysine-specific demethylase 4D
5pkc	A	Homo sapiens	NA	NA	Q6B0I6	Lysine-specific demethylase 4D
5pkd	A	Homo sapiens	NA	NA	Q6B0I6	Lysine-specific demethylase 4D
5pke	A	Homo sapiens	NA	NA	Q6B0I6	Lysine-specific demethylase 4D
5pkf	A	Homo sapiens	NA	NA	Q6B0I6	Lysine-specific demethylase 4D
5pkg	A	Homo sapiens	NA	NA	Q6B0I6	Lysine-specific demethylase 4D
5pkh	A	Homo sapiens	NA	NA	Q6B0I6	Lysine-specific demethylase 4D
5pki	A	Homo sapiens	NA	NA	Q6B0I6	Lysine-specific demethylase 4D
5pkj	A	Homo sapiens	NA	NA	Q6B0I6	Lysine-specific demethylase 4D
5pkk	A	Homo sapiens	NA	NA	Q6B0I6	Lysine-specific demethylase 4D
5pkl	A	Homo sapiens	NA	NA	Q6B0I6	Lysine-specific demethylase 4D
5pkm	A	Homo sapiens	NA	NA	Q6B0I6	Lysine-specific demethylase 4D
5pkn	A	Homo sapiens	NA	NA	Q6B0I6	Lysine-specific demethylase 4D
5pko	A	Homo sapiens	NA	NA	Q6B0I6	Lysine-specific demethylase 4D
5pkp	A	Homo sapiens	NA	NA	Q6B0I6	Lysine-specific demethylase 4D
5pkq	A	Homo sapiens	NA	NA	Q6B0I6	Lysine-specific demethylase 4D
5pkr	A	Homo sapiens	NA	NA	Q6B0I6	Lysine-specific demethylase 4D
5pks	A	Homo sapiens	NA	NA	Q6B0I6	Lysine-specific demethylase 4D
5pkt	A	Homo sapiens	NA	NA	Q6B0I6	Lysine-specific demethylase 4D
5pku	A	Homo sapiens	NA	NA	Q6B0I6	Lysine-specific demethylase 4D
5pkv	A	Homo sapiens	NA	NA	Q6B0I6	Lysine-specific demethylase 4D
5pkw	A	Homo sapiens	NA	NA	Q6B0I6	Lysine-specific demethylase 4D
5pkx	A	Homo sapiens	NA	NA	Q6B0I6	Lysine-specific demethylase 4D
5pky	A	Homo sapiens	NA	NA	Q6B0I6	Lysine-specific demethylase 4D
5pkz	A	Homo sapiens	NA	NA	Q6B0I6	Lysine-specific demethylase 4D
5pl0	A	Homo sapiens	NA	NA	Q6B0I6	Lysine-specific demethylase 4D
5pl1	A	Homo sapiens	NA	NA	Q6B0I6	Lysine-specific demethylase 4D
5pl2	A	Homo sapiens	NA	NA	Q6B0I6	Lysine-specific demethylase 4D
5pl3	A	Homo sapiens	NA	NA	Q6B0I6	Lysine-specific demethylase 4D
5pl4	A	Homo sapiens	NA	NA	Q6B0I6	Lysine-specific demethylase 4D
5pl5	A	Homo sapiens	NA	NA	Q6B0I6	Lysine-specific demethylase 4D
5pl6	A	Homo sapiens	NA	NA	Q6B0I6	Lysine-specific demethylase 4D
5pl7	A	Homo sapiens	NA	NA	Q6B0I6	Lysine-specific demethylase 4D
5pl8	A	Homo sapiens	NA	NA	Q6B0I6	Lysine-specific demethylase 4D
5pl9	A	Homo sapiens	NA	NA	Q6B0I6	Lysine-specific demethylase 4D
5pla	A	Homo sapiens	NA	NA	Q6B0I6	Lysine-specific demethylase 4D
5plb	A	Homo sapiens	NA	NA	Q6B0I6	Lysine-specific demethylase 4D
5plc	A	Homo sapiens	NA	NA	Q6B0I6	Lysine-specific demethylase 4D
5pld	A	Homo sapiens	NA	NA	Q6B0I6	Lysine-specific demethylase 4D
5ple	A	Homo sapiens	NA	NA	Q6B0I6	Lysine-specific demethylase 4D
5plf	A	Homo sapiens	NA	NA	Q6B0I6	Lysine-specific demethylase 4D
5plg	A	Homo sapiens	NA	NA	Q6B0I6	Lysine-specific demethylase 4D
5plh	A	Homo sapiens	NA	NA	Q6B0I6	Lysine-specific demethylase 4D
5pli	A	Homo sapiens	NA	NA	Q6B0I6	Lysine-specific demethylase 4D
5plj	A	Homo sapiens	NA	NA	Q6B0I6	Lysine-specific demethylase 4D
5plk	A	Homo sapiens	NA	NA	Q6B0I6	Lysine-specific demethylase 4D
5pll	A	Homo sapiens	NA	NA	Q6B0I6	Lysine-specific demethylase 4D
5plm	A	Homo sapiens	NA	NA	Q6B0I6	Lysine-specific demethylase 4D
5plo	A	Homo sapiens	NA	NA	Q6B0I6	Lysine-specific demethylase 4D
5plp	A	Homo sapiens	NA	NA	Q6B0I6	Lysine-specific demethylase 4D
5plq	A	Homo sapiens	NA	NA	Q6B0I6	Lysine-specific demethylase 4D
5plr	A	Homo sapiens	NA	NA	Q6B0I6	Lysine-specific demethylase 4D
5pls	A	Homo sapiens	NA	NA	Q6B0I6	Lysine-specific demethylase 4D
5plt	A	Homo sapiens	NA	NA	Q6B0I6	Lysine-specific demethylase 4D
5plu	A	Homo sapiens	NA	NA	Q6B0I6	Lysine-specific demethylase 4D
