structureId	chainId	structureTitle	depositionDate	uniprotAcc	uniprotRecommendedName
5TUZ	A	Structure of human GLP SET-domain (EHMT1) in complex with inhibitor MS0124	2016-11-07	Q9H9B1	Histone-lysine N-methyltransferase EHMT1
5TUZ	B	Structure of human GLP SET-domain (EHMT1) in complex with inhibitor MS0124	2016-11-07	Q9H9B1	Histone-lysine N-methyltransferase EHMT1
5TVR	A	JMJD2A in complex with Ni(II) and alpha-Ketoglutarate	2016-11-09	O75164	Lysine-specific demethylase 4A
5TVR	B	JMJD2A in complex with Ni(II) and alpha-Ketoglutarate	2016-11-09	O75164	Lysine-specific demethylase 4A
5TVS	A	JMJD2A in complex with Ni(II)	2016-11-09	O75164	Lysine-specific demethylase 4A
5TVS	B	JMJD2A in complex with Ni(II)	2016-11-09	O75164	Lysine-specific demethylase 4A
5U2J	A	MORF double PHD finger (DPF) in complex with histone H3K14bu	2016-11-30	Q8WYB5	Histone acetyltransferase KAT6B
5U2J	B	MORF double PHD finger (DPF) in complex with histone H3K14bu	2016-11-30	Q8WYB5	Histone acetyltransferase KAT6B
5U2J	C	MORF double PHD finger (DPF) in complex with histone H3K14bu	2016-11-30	P68431	Histone H3.1
5U2J	D	MORF double PHD finger (DPF) in complex with histone H3K14bu	2016-11-30	P68431	Histone H3.1
5U4X	A	Coactivator-associated arginine methyltransferase 1 with TP-064	2016-12-06	Q86X55	Histone-arginine methyltransferase CARM1
5U4X	B	Coactivator-associated arginine methyltransferase 1 with TP-064	2016-12-06	Q86X55	Histone-arginine methyltransferase CARM1
5U4X	C	Coactivator-associated arginine methyltransferase 1 with TP-064	2016-12-06	Q86X55	Histone-arginine methyltransferase CARM1
5U4X	D	Coactivator-associated arginine methyltransferase 1 with TP-064	2016-12-06	Q86X55	Histone-arginine methyltransferase CARM1
5U5T	C	Crystal structure of EED in complex with H3K27Me3 peptide and 3-(benzo[d][1,3]dioxol-4-ylmethyl)piperidine-1-carboximidamide	2016-12-07	Q15910	Histone-lysine N-methyltransferase EZH2
5U5T	D	Crystal structure of EED in complex with H3K27Me3 peptide and 3-(benzo[d][1,3]dioxol-4-ylmethyl)piperidine-1-carboximidamide	2016-12-07	Q15910	Histone-lysine N-methyltransferase EZH2
5U5T	A	Crystal structure of EED in complex with H3K27Me3 peptide and 3-(benzo[d][1,3]dioxol-4-ylmethyl)piperidine-1-carboximidamide	2016-12-07	O75530	Polycomb protein EED
5U5T	B	Crystal structure of EED in complex with H3K27Me3 peptide and 3-(benzo[d][1,3]dioxol-4-ylmethyl)piperidine-1-carboximidamide	2016-12-07	O75530	Polycomb protein EED
5U62	C	Crystal structure of EED in complex with H3K27Me3 peptide and 6-(benzo[d][1,3]dioxol-4-ylmethyl)-5,6,7,8-tetrahydroimidazo[1,5-a]pyridin-3-amine	2016-12-07	Q15910	Histone-lysine N-methyltransferase EZH2
5U62	D	Crystal structure of EED in complex with H3K27Me3 peptide and 6-(benzo[d][1,3]dioxol-4-ylmethyl)-5,6,7,8-tetrahydroimidazo[1,5-a]pyridin-3-amine	2016-12-07	Q15910	Histone-lysine N-methyltransferase EZH2
5U62	A	Crystal structure of EED in complex with H3K27Me3 peptide and 6-(benzo[d][1,3]dioxol-4-ylmethyl)-5,6,7,8-tetrahydroimidazo[1,5-a]pyridin-3-amine	2016-12-07	O75530	Polycomb protein EED
5U62	B	Crystal structure of EED in complex with H3K27Me3 peptide and 6-(benzo[d][1,3]dioxol-4-ylmethyl)-5,6,7,8-tetrahydroimidazo[1,5-a]pyridin-3-amine	2016-12-07	O75530	Polycomb protein EED
5U7G	A	Crystal Structure of the Catalytic Core of CBP	2016-12-12	P45481	CREB-binding protein
5U7G	B	Crystal Structure of the Catalytic Core of CBP	2016-12-12	P45481	CREB-binding protein
5UCB	B	Structure of antigen-Fab complex with engineered switch residue region.	2016-12-22	P32447	Histone chaperone ASF1
5UCB	H	Structure of antigen-Fab complex with engineered switch residue region.	2016-12-22	NA	NA
5UCB	L	Structure of antigen-Fab complex with engineered switch residue region.	2016-12-22	NA	NA
5UEA	D	Structure of antigen-Fab complex with Histone chaperone ASF1	2016-12-29	P32447	Histone chaperone ASF1
5UEA	X	Structure of antigen-Fab complex with Histone chaperone ASF1	2016-12-29	P32447	Histone chaperone ASF1
5UEA	A	Structure of antigen-Fab complex with Histone chaperone ASF1	2016-12-29	NA	NA
5UEA	B	Structure of antigen-Fab complex with Histone chaperone ASF1	2016-12-29	NA	NA
5UEA	H	Structure of antigen-Fab complex with Histone chaperone ASF1	2016-12-29	NA	NA
5UEA	L	Structure of antigen-Fab complex with Histone chaperone ASF1	2016-12-29	NA	NA
5UEK	A	Structure of antigen-Fab 12E complex with Histone chaperone ASF1	2017-01-02	P32447	Histone chaperone ASF1
5UEK	H	Structure of antigen-Fab 12E complex with Histone chaperone ASF1	2017-01-02	NA	NA
5UEK	L	Structure of antigen-Fab 12E complex with Histone chaperone ASF1	2017-01-02	NA	NA
5UMR	A	Crystal structure of N-terminal domain of human FACT complex subunit SSRP1	2017-01-29	Q08945	FACT complex subunit SSRP1
5UMS	A	Crystal structure of middle double PH domain of human FACT complex subunit SSRP1	2017-01-29	Q08945	FACT complex subunit SSRP1
5UMT	A	Crystal structure of N-terminal domain of human FACT complex subunit SPT16	2017-01-29	Q9Y5B9	FACT complex subunit SPT16
5UMU	A	Crystal structure of the middle double PH domain of human FACT complex subunit SPT16	2017-01-29	Q9Y5B9	FACT complex subunit SPT16
5UMU	B	Crystal structure of the middle double PH domain of human FACT complex subunit SPT16	2017-01-29	Q9Y5B9	FACT complex subunit SPT16
5UPD	A	Methyltransferase domain of human Wolf-Hirschhorn Syndrome Candidate 1-Like protein 1 (WHSC1L1)	2017-02-02	Q9BZ95	Histone-lysine N-methyltransferase NSD3
5UQD	A	DPY-21 in complex with Fe(II) and alpha-Ketoglutarate	2017-02-07	Q9GRZ3	Lysine-specific demethylase 9
5UWI	C	Crystal Structure of HDAC5 NES Peptide in complex with CRM1-Ran-RanBP1	2017-02-21	P30822	Exportin-1
5UWI	A	Crystal Structure of HDAC5 NES Peptide in complex with CRM1-Ran-RanBP1	2017-02-21	P62826	GTP-binding nuclear protein Ran
5UWI	D	Crystal Structure of HDAC5 NES Peptide in complex with CRM1-Ran-RanBP1	2017-02-21	Q9UQL6	Histone deacetylase 5
5UWI	B	Crystal Structure of HDAC5 NES Peptide in complex with CRM1-Ran-RanBP1	2017-02-21	P41920	Ran-specific GTPase-activating protein 1
5V21	B	Crystal structure of human SETD2 SET-domain in complex with H3K36M peptide and SAM	2017-03-02	P68431	Histone H3.1
5V21	A	Crystal structure of human SETD2 SET-domain in complex with H3K36M peptide and SAM	2017-03-02	Q9BYW2	Histone-lysine N-methyltransferase SETD2
5V22	B	Crystal structure of human SETD2 SET-domain in complex with H3K36M peptide and SAH	2017-03-02	P68431	Histone H3.1
5V22	A	Crystal structure of human SETD2 SET-domain in complex with H3K36M peptide and SAH	2017-03-02	Q9BYW2	Histone-lysine N-methyltransferase SETD2
5V2N	A	Crystal Structure of APO Human SETD8	2017-03-05	Q9NQR1	N-lysine methyltransferase KMT5A
5V37	A	Crystal structure of SMYD3 with SAM and EPZ028862	2017-03-06	Q9H7B4	Histone-lysine N-methyltransferase SMYD3
5V3H	A	Crystal structure of SMYD2 with SAM and EPZ033294	2017-03-07	Q9NRG4	N-lysine methyltransferase SMYD2
5V9I	A	Crystal structure of catalytic domain of G9a with MS0105	2017-03-23	Q96KQ7	Histone-lysine N-methyltransferase EHMT2
5V9I	B	Crystal structure of catalytic domain of G9a with MS0105	2017-03-23	Q96KQ7	Histone-lysine N-methyltransferase EHMT2
5V9I	C	Crystal structure of catalytic domain of G9a with MS0105	2017-03-23	Q96KQ7	Histone-lysine N-methyltransferase EHMT2
5V9I	D	Crystal structure of catalytic domain of G9a with MS0105	2017-03-23	Q96KQ7	Histone-lysine N-methyltransferase EHMT2
5V9J	A	Crystal structure of catalytic domain of GLP with MS0105	2017-03-23	Q9H9B1	Histone-lysine N-methyltransferase EHMT1
5V9J	B	Crystal structure of catalytic domain of GLP with MS0105	2017-03-23	Q9H9B1	Histone-lysine N-methyltransferase EHMT1
5V9P	A	Crystal structure of pyrrolidine amide inhibitor [(3S)-3-(4-bromo-1H-pyrazol-1-yl)pyrrolidin-1-yl][3-(propan-2-yl)-1H-pyrazol-5-yl]methanone (compound 35) in complex with KDM5A	2017-03-23	P29375	Lysine-specific demethylase 5A
5V9P	B	Crystal structure of pyrrolidine amide inhibitor [(3S)-3-(4-bromo-1H-pyrazol-1-yl)pyrrolidin-1-yl][3-(propan-2-yl)-1H-pyrazol-5-yl]methanone (compound 35) in complex with KDM5A	2017-03-23	NA	NA
5V9T	A	Crystal structure of selective pyrrolidine amide KDM5a inhibitor N-{(3R)-1-[3-(propan-2-yl)-1H-pyrazole-5-carbonyl]pyrrolidin-3-yl}cyclopropanecarboxamide (compound 48)	2017-03-23	P29375	Lysine-specific demethylase 5A
5V9T	B	Crystal structure of selective pyrrolidine amide KDM5a inhibitor N-{(3R)-1-[3-(propan-2-yl)-1H-pyrazole-5-carbonyl]pyrrolidin-3-yl}cyclopropanecarboxamide (compound 48)	2017-03-23	P29375	Lysine-specific demethylase 5A
5V9T	G	Crystal structure of selective pyrrolidine amide KDM5a inhibitor N-{(3R)-1-[3-(propan-2-yl)-1H-pyrazole-5-carbonyl]pyrrolidin-3-yl}cyclopropanecarboxamide (compound 48)	2017-03-23	NA	NA
5VA6	C	CRYSTAL STRUCTURE OF ATXR5 IN COMPLEX WITH HISTONE H3.1 MONO-METHYLATED ON R26	2017-03-24	P68431	Histone H3.1
5VA6	D	CRYSTAL STRUCTURE OF ATXR5 IN COMPLEX WITH HISTONE H3.1 MONO-METHYLATED ON R26	2017-03-24	P68431	Histone H3.1
5VA6	A	CRYSTAL STRUCTURE OF ATXR5 IN COMPLEX WITH HISTONE H3.1 MONO-METHYLATED ON R26	2017-03-24	B9RU15	Probable Histone-lysine N-methyltransferase ATXR5
5VA6	B	CRYSTAL STRUCTURE OF ATXR5 IN COMPLEX WITH HISTONE H3.1 MONO-METHYLATED ON R26	2017-03-24	B9RU15	Probable Histone-lysine N-methyltransferase ATXR5
5VAB	F	Crystal structure of ATXR5 PHD domain in complex with histone H3	2017-03-24	P68431	Histone H3.1
5VAB	A	Crystal structure of ATXR5 PHD domain in complex with histone H3	2017-03-24	I1N521	NA
5VAC	C	Crystal Structure of ATXR5 SET domain in complex with K36me3 histone H3 peptide	2017-03-24	Q71DI3	Histone H3.2
5VAC	A	Crystal Structure of ATXR5 SET domain in complex with K36me3 histone H3 peptide	2017-03-24	B9RU15	Probable Histone-lysine N-methyltransferase ATXR5
5VAH	C	Crystal structure of ATXR5 SET domain in complex with histone H3 di-methylated on R26	2017-03-26	P59226	Histone H3.2
5VAH	D	Crystal structure of ATXR5 SET domain in complex with histone H3 di-methylated on R26	2017-03-26	P59226	Histone H3.2
5VAH	A	Crystal structure of ATXR5 SET domain in complex with histone H3 di-methylated on R26	2017-03-26	B9RU15	Probable Histone-lysine N-methyltransferase ATXR5
5VAH	B	Crystal structure of ATXR5 SET domain in complex with histone H3 di-methylated on R26	2017-03-26	B9RU15	Probable Histone-lysine N-methyltransferase ATXR5
5VAR	A	Crystal structure of KDM4A tandem TUDOR domain in complex with a tri-methyl lysine competitive inhibitor	2017-03-27	O75164	Lysine-specific demethylase 4A
5VBC	C	Crystal structure of ATXR5 in complex with histone H3.1	2017-03-29	P59226	Histone H3.2
5VBC	D	Crystal structure of ATXR5 in complex with histone H3.1	2017-03-29	P59226	Histone H3.2
5VBC	A	Crystal structure of ATXR5 in complex with histone H3.1	2017-03-29	B9RU15	Probable Histone-lysine N-methyltransferase ATXR5
5VBC	B	Crystal structure of ATXR5 in complex with histone H3.1	2017-03-29	B9RU15	Probable Histone-lysine N-methyltransferase ATXR5
5VC8	A	Crystal structure of the WHSC1 PWWP1 domain	2017-03-31	O96028	Histone-lysine N-methyltransferase NSD2
5VC8	B	Crystal structure of the WHSC1 PWWP1 domain	2017-03-31	O96028	Histone-lysine N-methyltransferase NSD2
5VC8	W	Crystal structure of the WHSC1 PWWP1 domain	2017-03-31	NA	NA
5VC8	X	Crystal structure of the WHSC1 PWWP1 domain	2017-03-31	NA	NA
5VC8	Y	Crystal structure of the WHSC1 PWWP1 domain	2017-03-31	NA	NA
5VC8	Z	Crystal structure of the WHSC1 PWWP1 domain	2017-03-31	NA	NA
5VCH	A	Crystal structure of full-length Kluyveromyces lactis Kap123	2017-03-31	Q6CMF0	NA
5VCH	B	Crystal structure of full-length Kluyveromyces lactis Kap123	2017-03-31	Q6CMF0	NA
5VDC	A	Crystal structure of the human DPF2 tandem PHD finger domain	2017-04-01	Q92785	Zinc finger protein ubi-d4
5VE8	C	Crystal structure of full-length Kluyveromyces lactis Kap123 with histone H3 1-28	2017-04-04	P61831	Histone H3
5VE8	E	Crystal structure of full-length Kluyveromyces lactis Kap123 with histone H3 1-28	2017-04-04	P61831	Histone H3
5VE8	A	Crystal structure of full-length Kluyveromyces lactis Kap123 with histone H3 1-28	2017-04-04	Q6CMF0	NA
5VE8	B	Crystal structure of full-length Kluyveromyces lactis Kap123 with histone H3 1-28	2017-04-04	Q6CMF0	NA
5VEY	C	Solution NMR structure of histone H2A-H2B mono-ubiquitylated at H2A Lys15 in complex with RNF169 (653-708)	2017-04-06	Q8NCN4	E3 ubiquitin-protein ligase RNF169
5VEY	A	Solution NMR structure of histone H2A-H2B mono-ubiquitylated at H2A Lys15 in complex with RNF169 (653-708)	2017-04-06	P04908#P06899	P04908:#Histone H2A type 1-B/E#P06899:#Histone H2B type 1-J
5VEY	B	Solution NMR structure of histone H2A-H2B mono-ubiquitylated at H2A Lys15 in complex with RNF169 (653-708)	2017-04-06	P0CG47	Polyubiquitin-B
5VGI	A	Crystal Structure of KDM4 with the Small Molecule Inhibitor QC6352	2017-04-11	O75164	Lysine-specific demethylase 4A
5VGI	B	Crystal Structure of KDM4 with the Small Molecule Inhibitor QC6352	2017-04-11	O75164	Lysine-specific demethylase 4A
5VGI	C	Crystal Structure of KDM4 with the Small Molecule Inhibitor QC6352	2017-04-11	O75164	Lysine-specific demethylase 4A
5VGI	D	Crystal Structure of KDM4 with the Small Molecule Inhibitor QC6352	2017-04-11	O75164	Lysine-specific demethylase 4A
5VI6	A	Crystal structure of histone deacetylase 8 in complex with trapoxin A	2017-04-14	Q9BY41	Histone deacetylase 8
5VI6	B	Crystal structure of histone deacetylase 8 in complex with trapoxin A	2017-04-14	NA	NA
5VK3	B	Apo ctPRC2 with E840A and K852D mutations in Ezh2	2017-04-20	G0RYC6#G0SDW4	null#null
5VK3	A	Apo ctPRC2 with E840A and K852D mutations in Ezh2	2017-04-20	G0S8H7	NA
5VKL	B	SPT6 tSH2-RPB1 1476-1500 pS1493	2017-04-21	P04050	DNA-directed RNA polymerase II subunit RPB1
5VKL	A	SPT6 tSH2-RPB1 1476-1500 pS1493	2017-04-21	P23615	Transcription elongation factor SPT6
5VKO	B	SPT6 tSH2-RPB1 1468-1500 pT1471, pS1493	2017-04-21	P04050	DNA-directed RNA polymerase II subunit RPB1
5VKO	A	SPT6 tSH2-RPB1 1468-1500 pT1471, pS1493	2017-04-21	P23615	Transcription elongation factor SPT6
5VMP	A	Crystal Structure of Human KDM4 with Small Molecule Inhibitor QC5714	2017-04-28	O75164	Lysine-specific demethylase 4A
5VMP	B	Crystal Structure of Human KDM4 with Small Molecule Inhibitor QC5714	2017-04-28	O75164	Lysine-specific demethylase 4A
5VMP	C	Crystal Structure of Human KDM4 with Small Molecule Inhibitor QC5714	2017-04-28	O75164	Lysine-specific demethylase 4A
5VMP	D	Crystal Structure of Human KDM4 with Small Molecule Inhibitor QC5714	2017-04-28	O75164	Lysine-specific demethylase 4A
5VNA	A	Crystal structure of human YEATS domain	2017-04-29	O95619	YEATS domain-containing protein 4
5VNA	B	Crystal structure of human YEATS domain	2017-04-29	O95619	YEATS domain-containing protein 4
5VNA	C	Crystal structure of human YEATS domain	2017-04-29	O95619	YEATS domain-containing protein 4
5VNA	D	Crystal structure of human YEATS domain	2017-04-29	O95619	YEATS domain-containing protein 4
5VNB	K	YEATS in complex with histone H3	2017-04-29	P68431	Histone H3.1
5VNB	A	YEATS in complex with histone H3	2017-04-29	O95619	YEATS domain-containing protein 4
5VNB	B	YEATS in complex with histone H3	2017-04-29	O95619	YEATS domain-containing protein 4
5VNB	C	YEATS in complex with histone H3	2017-04-29	O95619	YEATS domain-containing protein 4
5VNB	D	YEATS in complex with histone H3	2017-04-29	O95619	YEATS domain-containing protein 4
5VS7	A	Bromodomain of PF3D7_1475600 from Plasmodium falciparum complexed with peptide H4K5ac	2017-05-11	Q8IK82	NA
5VS7	P	Bromodomain of PF3D7_1475600 from Plasmodium falciparum complexed with peptide H4K5ac	2017-05-11	NA	NA
5VSC	A	Structure of human G9a SET-domain (EHMT2) in complex with inhibitor 13	2017-05-11	Q96KQ7	Histone-lysine N-methyltransferase EHMT2
5VSC	B	Structure of human G9a SET-domain (EHMT2) in complex with inhibitor 13	2017-05-11	Q96KQ7	Histone-lysine N-methyltransferase EHMT2
5VSD	A	Structure of human GLP SET-domain (EHMT1) in complex with inhibitor 13	2017-05-11	Q9H9B1	Histone-lysine N-methyltransferase EHMT1
5VSD	B	Structure of human GLP SET-domain (EHMT1) in complex with inhibitor 13	2017-05-11	Q9H9B1	Histone-lysine N-methyltransferase EHMT1
5VSE	A	Structure of human G9a SET-domain (EHMT2) in complex with inhibitor 17: N~2~-cyclopentyl-6,7-dimethoxy-N~2~-methyl-N~4~-(1-methylpiperidin-4-yl)quinazoline-2,4-diamine	2017-05-11	Q96KQ7	Histone-lysine N-methyltransferase EHMT2
5VSE	B	Structure of human G9a SET-domain (EHMT2) in complex with inhibitor 17: N~2~-cyclopentyl-6,7-dimethoxy-N~2~-methyl-N~4~-(1-methylpiperidin-4-yl)quinazoline-2,4-diamine	2017-05-11	Q96KQ7	Histone-lysine N-methyltransferase EHMT2
5VSF	A	Structure of human GLP SET-domain (EHMT1) in complex with inhibitor 17	2017-05-11	Q9H9B1	Histone-lysine N-methyltransferase EHMT1
5VSF	B	Structure of human GLP SET-domain (EHMT1) in complex with inhibitor 17	2017-05-11	Q9H9B1	Histone-lysine N-methyltransferase EHMT1
5VTB	B	Crystal structure of RBBP4 bound to BCL11a peptide	2017-05-16	Q9H165	B-cell lymphoma/leukemia 11A
5VTB	A	Crystal structure of RBBP4 bound to BCL11a peptide	2017-05-16	Q09028	Histone-binding protein RBBP4
5W0V	C	Crystal structure of full-length Kluyveromyces lactis Kap123 with histone H4 1-34	2017-05-31	P02309	Histone H4
5W0V	D	Crystal structure of full-length Kluyveromyces lactis Kap123 with histone H4 1-34	2017-05-31	P02309	Histone H4
5W0V	A	Crystal structure of full-length Kluyveromyces lactis Kap123 with histone H4 1-34	2017-05-31	Q6CMF0	NA
5W0V	B	Crystal structure of full-length Kluyveromyces lactis Kap123 with histone H4 1-34	2017-05-31	Q6CMF0	NA
5W1Y	A	SETD8 in complex with a covalent inhibitor	2017-06-05	Q9NQR1	N-lysine methyltransferase KMT5A
5W1Y	B	SETD8 in complex with a covalent inhibitor	2017-06-05	Q9NQR1	N-lysine methyltransferase KMT5A
5W5K	A	Crystal structure of Danio rerio histone deacetylase 6 catalytic domain 2 in complex with KV70	2017-06-15	F8W4B7	Histone deacetylase
5W5K	B	Crystal structure of Danio rerio histone deacetylase 6 catalytic domain 2 in complex with KV70	2017-06-15	F8W4B7	Histone deacetylase
5W5K	C	Crystal structure of Danio rerio histone deacetylase 6 catalytic domain 2 in complex with KV70	2017-06-15	F8W4B7	Histone deacetylase
5WAI	A	Crystal Structure of a Suz12-Rbbp4-Jarid2-Aebp2 Heterotetrameric Complex	2017-06-26	Q09028	Histone-binding protein RBBP4
5WAI	E	Crystal Structure of a Suz12-Rbbp4-Jarid2-Aebp2 Heterotetrameric Complex	2017-06-26	Q09028	Histone-binding protein RBBP4
5WAI	B	Crystal Structure of a Suz12-Rbbp4-Jarid2-Aebp2 Heterotetrameric Complex	2017-06-26	Q15022	Polycomb protein SUZ12
5WAI	F	Crystal Structure of a Suz12-Rbbp4-Jarid2-Aebp2 Heterotetrameric Complex	2017-06-26	Q15022	Polycomb protein SUZ12
5WAI	C	Crystal Structure of a Suz12-Rbbp4-Jarid2-Aebp2 Heterotetrameric Complex	2017-06-26	Q6ZN18	Zinc finger protein AEBP2
5WAI	G	Crystal Structure of a Suz12-Rbbp4-Jarid2-Aebp2 Heterotetrameric Complex	2017-06-26	Q6ZN18	Zinc finger protein AEBP2
5WAI	D	Crystal Structure of a Suz12-Rbbp4-Jarid2-Aebp2 Heterotetrameric Complex	2017-06-26	U6DXQ8	NA
5WAI	H	Crystal Structure of a Suz12-Rbbp4-Jarid2-Aebp2 Heterotetrameric Complex	2017-06-26	U6DXQ8	NA
5WAK	A	Crystal Structure of a Suz12-Rbbp4 Binary Complex	2017-06-26	Q09028	Histone-binding protein RBBP4
5WAK	B	Crystal Structure of a Suz12-Rbbp4 Binary Complex	2017-06-26	Q15022	Polycomb protein SUZ12
5WBN	A	Crystal structure of fragment 3-(3-Benzyl-2-oxo-2H-[1,2,4]triazino[2,3-c]quinazolin-6-yl)propanoic acid bound in the ubiquitin binding pocket of the HDAC6 zinc-finger domain	2017-06-29	Q9UBN7	Histone deacetylase 6
5WBV	A	Crystal Structure of the SET Domain of Human SUV420H1 In Complex With Inhibitor	2017-06-29	Q4FZB7	Histone-lysine N-methyltransferase KMT5B
5WBV	B	Crystal Structure of the SET Domain of Human SUV420H1 In Complex With Inhibitor	2017-06-29	Q4FZB7	Histone-lysine N-methyltransferase KMT5B
5WCF	A	Human HMT1 hnRNP methyltransferase-like protein 6 (S. cerevisiae)	2017-06-30	Q96LA8	Protein arginine N-methyltransferase 6
5WCG	A	SET and MYND Domain Containing protein 2	2017-06-30	Q9NRG4	N-lysine methyltransferase SMYD2
5WCI	A	Human MYST histone acetyltransferase 1	2017-06-30	Q9H7Z6	Histone acetyltransferase KAT8
5WCU	C	Crystal structure of 167 bp nucleosome bound to the globular domain of linker histone H5	2017-07-02	P84051	Histone H2A
5WCU	G	Crystal structure of 167 bp nucleosome bound to the globular domain of linker histone H5	2017-07-02	P84051	Histone H2A
5WCU	M	Crystal structure of 167 bp nucleosome bound to the globular domain of linker histone H5	2017-07-02	P84051	Histone H2A
5WCU	Q	Crystal structure of 167 bp nucleosome bound to the globular domain of linker histone H5	2017-07-02	P84051	Histone H2A
5WCU	D	Crystal structure of 167 bp nucleosome bound to the globular domain of linker histone H5	2017-07-02	P02283	Histone H2B
5WCU	H	Crystal structure of 167 bp nucleosome bound to the globular domain of linker histone H5	2017-07-02	P02283	Histone H2B
5WCU	N	Crystal structure of 167 bp nucleosome bound to the globular domain of linker histone H5	2017-07-02	P02283	Histone H2B
5WCU	R	Crystal structure of 167 bp nucleosome bound to the globular domain of linker histone H5	2017-07-02	P02283	Histone H2B
5WCU	A	Crystal structure of 167 bp nucleosome bound to the globular domain of linker histone H5	2017-07-02	P02299	Histone H3
5WCU	E	Crystal structure of 167 bp nucleosome bound to the globular domain of linker histone H5	2017-07-02	P02299	Histone H3
5WCU	K	Crystal structure of 167 bp nucleosome bound to the globular domain of linker histone H5	2017-07-02	P02299	Histone H3
5WCU	O	Crystal structure of 167 bp nucleosome bound to the globular domain of linker histone H5	2017-07-02	P02299	Histone H3
5WCU	B	Crystal structure of 167 bp nucleosome bound to the globular domain of linker histone H5	2017-07-02	P84040	Histone H4
5WCU	F	Crystal structure of 167 bp nucleosome bound to the globular domain of linker histone H5	2017-07-02	P84040	Histone H4
5WCU	L	Crystal structure of 167 bp nucleosome bound to the globular domain of linker histone H5	2017-07-02	P84040	Histone H4
5WCU	P	Crystal structure of 167 bp nucleosome bound to the globular domain of linker histone H5	2017-07-02	P84040	Histone H4
5WCU	U	Crystal structure of 167 bp nucleosome bound to the globular domain of linker histone H5	2017-07-02	P02259	Histone H5
5WCU	V	Crystal structure of 167 bp nucleosome bound to the globular domain of linker histone H5	2017-07-02	P02259	Histone H5
5WCU	I	Crystal structure of 167 bp nucleosome bound to the globular domain of linker histone H5	2017-07-02	NA	NA
5WCU	J	Crystal structure of 167 bp nucleosome bound to the globular domain of linker histone H5	2017-07-02	NA	NA
5WCU	S	Crystal structure of 167 bp nucleosome bound to the globular domain of linker histone H5	2017-07-02	NA	NA
5WCU	T	Crystal structure of 167 bp nucleosome bound to the globular domain of linker histone H5	2017-07-02	NA	NA
5WF7	B	Chaetomium thermophilum Polycomb Repressive Complex 2 bound to GSK126	2017-07-11	G0RYC6#G0SDW4	null#null
5WF7	A	Chaetomium thermophilum Polycomb Repressive Complex 2 bound to GSK126	2017-07-11	G0S8H7	NA
5WFC	D	Humanized mutant of the Chaetomium thermophilum Polycomb Repressive Complex 2 bound to the inhibitor GSK343	2017-07-11	P68431	Histone H3.1
5WFC	B	Humanized mutant of the Chaetomium thermophilum Polycomb Repressive Complex 2 bound to the inhibitor GSK343	2017-07-11	G0RYC6#G0SDW4	null#null
5WFC	A	Humanized mutant of the Chaetomium thermophilum Polycomb Repressive Complex 2 bound to the inhibitor GSK343	2017-07-11	G0S8H7	NA
5WFD	B	Humanized mutant of the Chaetomium thermophilum Polycomb Repressive Complex 2 bound to the inhibitor GSK126	2017-07-11	G0RYC6#G0SDW4	null#null
5WFD	A	Humanized mutant of the Chaetomium thermophilum Polycomb Repressive Complex 2 bound to the inhibitor GSK126	2017-07-11	G0S8H7	NA
5WG6	B	Human Polycomb Repressive Complex 2 in complex with GSK126 inhibitor	2017-07-13	O75530	Polycomb protein EED
5WG6	D	Human Polycomb Repressive Complex 2 in complex with GSK126 inhibitor	2017-07-13	O75530	Polycomb protein EED
5WG6	A	Human Polycomb Repressive Complex 2 in complex with GSK126 inhibitor	2017-07-13	Q15022#Q15910	Q15022:#Polycomb protein SUZ12#Q15910:#Histone-lysine N-methyltransferase EZH2
5WG6	C	Human Polycomb Repressive Complex 2 in complex with GSK126 inhibitor	2017-07-13	Q15022#Q15910	Q15022:#Polycomb protein SUZ12#Q15910:#Histone-lysine N-methyltransferase EZH2
5WGI	A	Ultrahigh resolution crystal structure of Danio rerio histone deacetylase 6 catalytic domain 2 in complex with TSA	2017-07-14	F8W4B7	Histone deacetylase
5WGK	A	Crystal structure of Danio rerio histone deacetylase 6 catalytic domain 2 in complex with HPB	2017-07-14	F8W4B7	Histone deacetylase
5WGL	A	Crystal structure of Danio rerio histone deacetylase 6 catalytic domain 2 in complex with ricolinostat (ACY-1215)	2017-07-14	F8W4B7	Histone deacetylase
5WGL	B	Crystal structure of Danio rerio histone deacetylase 6 catalytic domain 2 in complex with ricolinostat (ACY-1215)	2017-07-14	F8W4B7	Histone deacetylase
5WGM	A	Crystal structure of Danio rerio histone deacetylase 6 catalytic domain 2 in complex with ACY-1083	2017-07-14	F8W4B7	Histone deacetylase
5WGM	B	Crystal structure of Danio rerio histone deacetylase 6 catalytic domain 2 in complex with ACY-1083	2017-07-14	F8W4B7	Histone deacetylase
5WGM	C	Crystal structure of Danio rerio histone deacetylase 6 catalytic domain 2 in complex with ACY-1083	2017-07-14	F8W4B7	Histone deacetylase
5WJC	B	Crystal structure of Schizosaccharomyces pombe Mis16 in complex with Eic1	2017-07-21	O42995	CENP-A recruiting complex protein mis19
5WJC	A	Crystal structure of Schizosaccharomyces pombe Mis16 in complex with Eic1	2017-07-21	O94244	Histone acetyltransferase type B subunit 2
5WLE	C	Crystal structure of the PPS PHD finger in complex with H3K4me3	2017-07-26	P68431	Histone H3.1
5WLE	A	Crystal structure of the PPS PHD finger in complex with H3K4me3	2017-07-26	Q9VG78	NA
