structureId,chainId,compound,source,uniprotAcc,uniprotRecommendedName
"6CRI","d","Bone marrow stromal antigen 2, Protein Nef chimera","Homo sapiens,Human immunodeficiency virus 1","P03404#Q10589","P03404:#Protein Nef#Q10589:#Bone marrow stromal antigen 2"
"6D26","A","Prostaglandin D2 receptor 2, Endolysin chimera","Homo sapiens,Escherichia virus T4","D9IEF7#Q9Y5Y4","D9IEF7:#Endolysin#Q9Y5Y4:#Prostaglandin D2 receptor 2"
"6D27","A","Prostaglandin D2 receptor 2, Endolysin chimera","Homo sapiens,Escherichia virus T4","D9IEF7#Q9Y5Y4","D9IEF7:#Endolysin#Q9Y5Y4:#Prostaglandin D2 receptor 2"
"6D83","B","AP-1 complex subunit beta-1","Homo sapiens","Q10567","AP-1 complex subunit beta-1"
"6D83","C","ADP-ribosylation factor 1","Homo sapiens","P84077","ADP-ribosylation factor 1"
"6D83","G","AP-1 complex subunit gamma-1","Mus musculus","P22892","AP-1 complex subunit gamma-1"
"6D83","H","ADP-ribosylation factor 1","Homo sapiens","P84077","ADP-ribosylation factor 1"
"6D83","L","Bone marrow stromal antigen 2,Protein Nef","Homo sapiens,Human immunodeficiency virus 1","Q10589#Q90VU7","Q10589:#Bone marrow stromal antigen 2#Q90VU7:#Protein Nef"
"6D83","M","AP-1 complex subunit mu-1","Mus musculus","P35585","AP-1 complex subunit mu-1"
"6D83","S","AP-1 complex subunit sigma-3","Homo sapiens","Q96PC3","AP-1 complex subunit sigma-3"
"6D83","T","Bone marrow stromal antigen 2,Protein Nef","Homo sapiens,Human immunodeficiency virus 1","Q10589#Q90VU7","Q10589:#Bone marrow stromal antigen 2#Q90VU7:#Protein Nef"
"6D84","B","AP-1 complex subunit beta-1","Homo sapiens","Q10567","AP-1 complex subunit beta-1"
"6D84","C","ADP-ribosylation factor 1","Homo sapiens","P84077","ADP-ribosylation factor 1"
"6D84","F","AP-1 complex subunit beta-1","Homo sapiens","Q10567","AP-1 complex subunit beta-1"
"6D84","G","AP-1 complex subunit gamma-1","Mus musculus","P22892","AP-1 complex subunit gamma-1"
"6D84","H","ADP-ribosylation factor 1","Homo sapiens","P84077","ADP-ribosylation factor 1"
"6D84","I","ADP-ribosylation factor 1","Homo sapiens","P84077","ADP-ribosylation factor 1"
"6D84","K","AP-1 complex subunit gamma-1","Mus musculus","P22892","AP-1 complex subunit gamma-1"
"6D84","L","Bone marrow stromal antigen 2,Protein Nef","Homo sapiens,Human immunodeficiency virus 1","Q10589#Q90VU7","Q10589:#Bone marrow stromal antigen 2#Q90VU7:#Protein Nef"
"6D84","M","AP-1 complex subunit mu-1","Mus musculus","P35585","AP-1 complex subunit mu-1"
"6D84","N","ADP-ribosylation factor 1","Homo sapiens","P84077","ADP-ribosylation factor 1"
"6D84","O","Bone marrow stromal antigen 2,Protein Nef","Homo sapiens,Human immunodeficiency virus 1","Q10589#Q90VU7","Q10589:#Bone marrow stromal antigen 2#Q90VU7:#Protein Nef"
"6D84","P","AP-1 complex subunit mu-1","Mus musculus","P35585","AP-1 complex subunit mu-1"
"6D84","Q","AP-1 complex subunit sigma-3","Homo sapiens","Q96PC3","AP-1 complex subunit sigma-3"
"6D84","R","Bone marrow stromal antigen 2,Protein Nef","Homo sapiens,Human immunodeficiency virus 1","Q10589#Q90VU7","Q10589:#Bone marrow stromal antigen 2#Q90VU7:#Protein Nef"
"6D84","S","AP-1 complex subunit sigma-3","Homo sapiens","Q96PC3","AP-1 complex subunit sigma-3"
"6D84","T","Bone marrow stromal antigen 2,Protein Nef","Homo sapiens,Human immunodeficiency virus 1","Q10589#Q90VU7","Q10589:#Bone marrow stromal antigen 2#Q90VU7:#Protein Nef"
"6DC0","A","Tribbles homolog 1,CCAAT/enhancer-binding protein alpha","Homo sapiens","P49715#Q96RU8","P49715:#CCAAT/enhancer-binding protein alpha#Q96RU8:#Tribbles homolog 1"
"6DC0","B","Tribbles homolog 1,CCAAT/enhancer-binding protein alpha","Homo sapiens","P49715#Q96RU8","P49715:#CCAAT/enhancer-binding protein alpha#Q96RU8:#Tribbles homolog 1"
"6DFF","B","AP-1 complex subunit beta-1","Homo sapiens","Q10567","AP-1 complex subunit beta-1"
"6DFF","C","ADP-ribosylation factor 1","Homo sapiens","P84077","ADP-ribosylation factor 1"
"6DFF","G","AP-1 complex subunit gamma-1","Mus musculus","P22892","AP-1 complex subunit gamma-1"
"6DFF","H","ADP-ribosylation factor 1","Homo sapiens","P84077","ADP-ribosylation factor 1"
"6DFF","L","Bone marrow stromal antigen 2, Nef protein chimera","Homo sapiens,Human immunodeficiency virus 1","Q10589#Q90VU7","Q10589:#Bone marrow stromal antigen 2#Q90VU7:#Protein Nef"
"6DFF","M","AP-1 complex subunit mu-1","Mus musculus","P35585","AP-1 complex subunit mu-1"
"6DFF","S","AP-1 complex subunit sigma-3","Homo sapiens","Q96PC3","AP-1 complex subunit sigma-3"
"6DFF","T","Bone marrow stromal antigen 2, Nef protein chimera","Homo sapiens,Human immunodeficiency virus 1","Q10589#Q90VU7","Q10589:#Bone marrow stromal antigen 2#Q90VU7:#Protein Nef"
"6EBK","A","Voltage-gated potassium channel subunit beta-2","Rattus norvegicus","P62483","Voltage-gated potassium channel subunit beta-2"
"6EBK","B","Potassium voltage-gated channel subfamily A member 2,Potassium voltage-gated channel subfamily B member 2 chimera","Rattus norvegicus","P63142#Q63099","P63142:#Potassium voltage-gated channel subfamily A member 2#Q63099:#Potassium voltage-gated channel subfamily B member 2"
"6EBK","C","Voltage-gated potassium channel subunit beta-2","Rattus norvegicus","P62483","Voltage-gated potassium channel subunit beta-2"
"6EBK","D","Potassium voltage-gated channel subfamily A member 2,Potassium voltage-gated channel subfamily B member 2 chimera","Rattus norvegicus","P63142#Q63099","P63142:#Potassium voltage-gated channel subfamily A member 2#Q63099:#Potassium voltage-gated channel subfamily B member 2"
"6EBK","E","Voltage-gated potassium channel subunit beta-2","Rattus norvegicus","P62483","Voltage-gated potassium channel subunit beta-2"
"6EBK","F","Potassium voltage-gated channel subfamily A member 2,Potassium voltage-gated channel subfamily B member 2 chimera","Rattus norvegicus","P63142#Q63099","P63142:#Potassium voltage-gated channel subfamily A member 2#Q63099:#Potassium voltage-gated channel subfamily B member 2"
"6EBK","G","Voltage-gated potassium channel subunit beta-2","Rattus norvegicus","P62483","Voltage-gated potassium channel subunit beta-2"
"6EBK","H","Potassium voltage-gated channel subfamily A member 2,Potassium voltage-gated channel subfamily B member 2 chimera","Rattus norvegicus","P63142#Q63099","P63142:#Potassium voltage-gated channel subfamily A member 2#Q63099:#Potassium voltage-gated channel subfamily B member 2"
"6EBL","A","Voltage-gated potassium channel subunit beta-2","Rattus norvegicus","P62483","Voltage-gated potassium channel subunit beta-2"
"6EBL","B","Potassium voltage-gated channel subfamily A member 2,Potassium voltage-gated channel subfamily B member 2 chimera","Rattus norvegicus","P63142#Q63099","P63142:#Potassium voltage-gated channel subfamily A member 2#Q63099:#Potassium voltage-gated channel subfamily B member 2"
"6EBL","C","Voltage-gated potassium channel subunit beta-2","Rattus norvegicus","P62483","Voltage-gated potassium channel subunit beta-2"
"6EBL","D","Potassium voltage-gated channel subfamily A member 2,Potassium voltage-gated channel subfamily B member 2 chimera","Rattus norvegicus","P63142#Q63099","P63142:#Potassium voltage-gated channel subfamily A member 2#Q63099:#Potassium voltage-gated channel subfamily B member 2"
"6EBL","E","Voltage-gated potassium channel subunit beta-2","Rattus norvegicus","P62483","Voltage-gated potassium channel subunit beta-2"
"6EBL","F","Potassium voltage-gated channel subfamily A member 2,Potassium voltage-gated channel subfamily B member 2 chimera","Rattus norvegicus","P63142#Q63099","P63142:#Potassium voltage-gated channel subfamily A member 2#Q63099:#Potassium voltage-gated channel subfamily B member 2"
"6EBL","G","Voltage-gated potassium channel subunit beta-2","Rattus norvegicus","P62483","Voltage-gated potassium channel subunit beta-2"
"6EBL","H","Potassium voltage-gated channel subfamily A member 2,Potassium voltage-gated channel subfamily B member 2 chimera","Rattus norvegicus","P63142#Q63099","P63142:#Potassium voltage-gated channel subfamily A member 2#Q63099:#Potassium voltage-gated channel subfamily B member 2"
"6EBM","B","Potassium voltage-gated channel subfamily A member 2,Potassium voltage-gated channel subfamily B member 2 chimera","Rattus norvegicus","P63142#Q63099","P63142:#Potassium voltage-gated channel subfamily A member 2#Q63099:#Potassium voltage-gated channel subfamily B member 2"
"6EBM","D","Potassium voltage-gated channel subfamily A member 2,Potassium voltage-gated channel subfamily B member 2 chimera","Rattus norvegicus","P63142#Q63099","P63142:#Potassium voltage-gated channel subfamily A member 2#Q63099:#Potassium voltage-gated channel subfamily B member 2"
"6EBM","F","Potassium voltage-gated channel subfamily A member 2,Potassium voltage-gated channel subfamily B member 2 chimera","Rattus norvegicus","P63142#Q63099","P63142:#Potassium voltage-gated channel subfamily A member 2#Q63099:#Potassium voltage-gated channel subfamily B member 2"
"6EBM","H","Potassium voltage-gated channel subfamily A member 2,Potassium voltage-gated channel subfamily B member 2 chimera","Rattus norvegicus","P63142#Q63099","P63142:#Potassium voltage-gated channel subfamily A member 2#Q63099:#Potassium voltage-gated channel subfamily B member 2"
"6EG2","A","Maltose/maltodextrin-binding periplasmic protein,Probable global transcription activator SNF2L2","Escherichia coli,Homo sapiens","P0AEY0#P51531","P0AEY0:#Maltose/maltodextrin-binding periplasmic protein#P51531:#Probable global transcription activator SNF2L2"
"6EG3","A","Maltose/maltodextrin-binding periplasmic protein,Probable global transcription activator SNF2L2","Escherichia coli,Homo sapiens","P0AEY0#P51531","P0AEY0:#Maltose/maltodextrin-binding periplasmic protein#P51531:#Probable global transcription activator SNF2L2"
"6EMQ","A","PC4 and SFRS1-interacting protein,Histone-lysine N-methyltransferase 2A","Homo sapiens","O75475#Q03164","O75475:#PC4 and SFRS1-interacting protein#Q03164:#Histone-lysine N-methyltransferase 2A"
"6FGN","A","Histone acetyltransferase p300,Tumor protein 63","Homo sapiens","Q09472#Q9H3D4","Q09472:#Histone acetyltransferase p300#Q9H3D4:#Tumor protein 63"
"6FGS","A","Histone acetyltransferase p300,Tumor protein p73","Homo sapiens","O15350#Q09472","O15350:#Tumor protein p73#Q09472:#Histone acetyltransferase p300"
"6FV0","A","Kinesin light chain 1,Torsin-1A","Mus musculus","O88447#Q9ER39","O88447:#Kinesin light chain 1#Q9ER39:#Torsin-1A"
"6FV0","F","nanobody","Lama glama","",""
"6HOG","A","Phosphatidylinositol 3-kinase catalytic subunit type 3,Gamma-aminobutyric acid receptor-associated protein","Homo sapiens","O95166#Q8NEB9","O95166:#Gamma-aminobutyric acid receptor-associated protein#Q8NEB9:#Phosphatidylinositol 3-kinase catalytic subunit type 3"
"6HOH","A","Phosphatidylinositol 3-kinase catalytic subunit type 3,Gamma-aminobutyric acid receptor-associated protein","Homo sapiens","O95166#Q8NEB9","O95166:#Gamma-aminobutyric acid receptor-associated protein#Q8NEB9:#Phosphatidylinositol 3-kinase catalytic subunit type 3"
"6HOH","B","Phosphatidylinositol 3-kinase catalytic subunit type 3,Gamma-aminobutyric acid receptor-associated protein","Homo sapiens","O95166#Q8NEB9","O95166:#Gamma-aminobutyric acid receptor-associated protein#Q8NEB9:#Phosphatidylinositol 3-kinase catalytic subunit type 3"
"6HOH","C","Phosphatidylinositol 3-kinase catalytic subunit type 3,Gamma-aminobutyric acid receptor-associated protein","Homo sapiens","O95166#Q8NEB9","O95166:#Gamma-aminobutyric acid receptor-associated protein#Q8NEB9:#Phosphatidylinositol 3-kinase catalytic subunit type 3"
"6HOH","D","Phosphatidylinositol 3-kinase catalytic subunit type 3,Gamma-aminobutyric acid receptor-associated protein","Homo sapiens","O95166#Q8NEB9","O95166:#Gamma-aminobutyric acid receptor-associated protein#Q8NEB9:#Phosphatidylinositol 3-kinase catalytic subunit type 3"
"6HOJ","A","Beclin-1,Gamma-aminobutyric acid receptor-associated protein","Homo sapiens","O95166#Q14457","O95166:#Gamma-aminobutyric acid receptor-associated protein#Q14457:#Beclin-1"
"6HOJ","B","Beclin-1,Gamma-aminobutyric acid receptor-associated protein","Homo sapiens","O95166#Q14457","O95166:#Gamma-aminobutyric acid receptor-associated protein#Q14457:#Beclin-1"
"6HOJ","C","Beclin-1,Gamma-aminobutyric acid receptor-associated protein","Homo sapiens","O95166#Q14457","O95166:#Gamma-aminobutyric acid receptor-associated protein#Q14457:#Beclin-1"
"6HOK","A","Beclin-1,Gamma-aminobutyric acid receptor-associated protein","Homo sapiens","O95166#Q14457","O95166:#Gamma-aminobutyric acid receptor-associated protein#Q14457:#Beclin-1"
"6HV3","A","Proteasome subunit alpha type-2","Saccharomyces cerevisiae","P23639","Proteasome subunit alpha type-2"
"6HV3","B","Proteasome subunit alpha type-3","Saccharomyces cerevisiae","P23638","Proteasome subunit alpha type-3"
"6HV3","C","Proteasome subunit alpha type-4","Saccharomyces cerevisiae","P40303","Proteasome subunit alpha type-4"
"6HV3","D","Proteasome subunit alpha type-5","Saccharomyces cerevisiae","P32379","Proteasome subunit alpha type-5"
"6HV3","E","Proteasome subunit alpha type-6","Saccharomyces cerevisiae","P40302","Proteasome subunit alpha type-6"
"6HV3","F","Probable proteasome subunit alpha type-7","Saccharomyces cerevisiae","P21242","Probable proteasome subunit alpha type-7"
"6HV3","G","Proteasome subunit alpha type-1","Saccharomyces cerevisiae","P21243","Proteasome subunit alpha type-1"
"6HV3","H","Proteasome subunit beta type-10,Proteasome subunit beta type-2","Saccharomyces cerevisiae,Homo sapiens","P25043#P40306","P25043:#Proteasome subunit beta type-2#P40306:#Proteasome subunit beta type-10"
"6HV3","I","Proteasome subunit beta type-3","Saccharomyces cerevisiae","P25451","Proteasome subunit beta type-3"
"6HV3","J","Proteasome subunit beta type-4","Saccharomyces cerevisiae","P22141","Proteasome subunit beta type-4"
"6HV3","K","Proteasome subunit beta type-5","Saccharomyces cerevisiae","P30656","Proteasome subunit beta type-5"
"6HV3","L","Proteasome subunit beta type-6","Saccharomyces cerevisiae","P23724","Proteasome subunit beta type-6"
"6HV3","M","Proteasome subunit beta type-7","Saccharomyces cerevisiae","P30657","Proteasome subunit beta type-7"
"6HV3","N","Proteasome subunit beta type-1","Saccharomyces cerevisiae","P38624","Proteasome subunit beta type-1"
"6HV3","O","Proteasome subunit alpha type-2","Saccharomyces cerevisiae","P23639","Proteasome subunit alpha type-2"
"6HV3","P","Proteasome subunit alpha type-3","Saccharomyces cerevisiae","P23638","Proteasome subunit alpha type-3"
"6HV3","Q","Proteasome subunit alpha type-4","Saccharomyces cerevisiae","P40303","Proteasome subunit alpha type-4"
"6HV3","R","Proteasome subunit alpha type-5","Saccharomyces cerevisiae","P32379","Proteasome subunit alpha type-5"
"6HV3","S","Proteasome subunit alpha type-6","Saccharomyces cerevisiae","P40302","Proteasome subunit alpha type-6"
"6HV3","T","Probable proteasome subunit alpha type-7","Saccharomyces cerevisiae","P21242","Probable proteasome subunit alpha type-7"
"6HV3","U","Proteasome subunit alpha type-1","Saccharomyces cerevisiae","P21243","Proteasome subunit alpha type-1"
"6HV3","V","Proteasome subunit beta type-10,Proteasome subunit beta type-2","Saccharomyces cerevisiae,Homo sapiens","P25043#P40306","P25043:#Proteasome subunit beta type-2#P40306:#Proteasome subunit beta type-10"
"6HV3","W","Proteasome subunit beta type-3","Saccharomyces cerevisiae","P25451","Proteasome subunit beta type-3"
"6HV3","X","Proteasome subunit beta type-4","Saccharomyces cerevisiae","P22141","Proteasome subunit beta type-4"
"6HV3","Y","Proteasome subunit beta type-5","Saccharomyces cerevisiae","P30656","Proteasome subunit beta type-5"
"6HV3","Z","Proteasome subunit beta type-6","Saccharomyces cerevisiae","P23724","Proteasome subunit beta type-6"
"6HV3","a","Proteasome subunit beta type-7","Saccharomyces cerevisiae","P30657","Proteasome subunit beta type-7"
"6HV3","b","Proteasome subunit beta type-1","Saccharomyces cerevisiae","P38624","Proteasome subunit beta type-1"
"6HV4","A","Proteasome subunit alpha type-2","Saccharomyces cerevisiae","P23639","Proteasome subunit alpha type-2"
"6HV4","B","Proteasome subunit alpha type-3","Saccharomyces cerevisiae","P23638","Proteasome subunit alpha type-3"
"6HV4","C","Proteasome subunit alpha type-4","Saccharomyces cerevisiae","P40303","Proteasome subunit alpha type-4"
"6HV4","D","Proteasome subunit alpha type-5","Saccharomyces cerevisiae","P32379","Proteasome subunit alpha type-5"
"6HV4","E","Proteasome subunit alpha type-6","Saccharomyces cerevisiae","P40302","Proteasome subunit alpha type-6"
"6HV4","F","Probable proteasome subunit alpha type-7","Saccharomyces cerevisiae","P21242","Probable proteasome subunit alpha type-7"
"6HV4","G","Proteasome subunit alpha type-1","Saccharomyces cerevisiae","P21243","Proteasome subunit alpha type-1"
"6HV4","H","Proteasome subunit beta type-10,Proteasome subunit beta type-2","Saccharomyces cerevisiae,Homo sapiens","P25043#P40306","P25043:#Proteasome subunit beta type-2#P40306:#Proteasome subunit beta type-10"
"6HV4","I","Proteasome subunit beta type-3","Saccharomyces cerevisiae","P25451","Proteasome subunit beta type-3"
"6HV4","J","Proteasome subunit beta type-4","Saccharomyces cerevisiae","P22141","Proteasome subunit beta type-4"
"6HV4","K","Proteasome subunit beta type-5","Saccharomyces cerevisiae","P30656","Proteasome subunit beta type-5"
"6HV4","L","Proteasome subunit beta type-6","Saccharomyces cerevisiae","P23724","Proteasome subunit beta type-6"
"6HV4","M","Proteasome subunit beta type-7","Saccharomyces cerevisiae","P30657","Proteasome subunit beta type-7"
"6HV4","N","Proteasome subunit beta type-1","Saccharomyces cerevisiae","P38624","Proteasome subunit beta type-1"
"6HV4","O","Proteasome subunit alpha type-2","Saccharomyces cerevisiae","P23639","Proteasome subunit alpha type-2"
"6HV4","P","Proteasome subunit alpha type-3","Saccharomyces cerevisiae","P23638","Proteasome subunit alpha type-3"
"6HV4","Q","Proteasome subunit alpha type-4","Saccharomyces cerevisiae","P40303","Proteasome subunit alpha type-4"
"6HV4","R","Proteasome subunit alpha type-5","Saccharomyces cerevisiae","P32379","Proteasome subunit alpha type-5"
"6HV4","S","Proteasome subunit alpha type-6","Saccharomyces cerevisiae","P40302","Proteasome subunit alpha type-6"
"6HV4","T","Probable proteasome subunit alpha type-7","Saccharomyces cerevisiae","P21242","Probable proteasome subunit alpha type-7"
"6HV4","U","Proteasome subunit alpha type-1","Saccharomyces cerevisiae","P21243","Proteasome subunit alpha type-1"
"6HV4","V","Proteasome subunit beta type-10,Proteasome subunit beta type-2","Saccharomyces cerevisiae,Homo sapiens","P25043#P40306","P25043:#Proteasome subunit beta type-2#P40306:#Proteasome subunit beta type-10"
"6HV4","W","Proteasome subunit beta type-3","Saccharomyces cerevisiae","P25451","Proteasome subunit beta type-3"
"6HV4","X","Proteasome subunit beta type-4","Saccharomyces cerevisiae","P22141","Proteasome subunit beta type-4"
"6HV4","Y","Proteasome subunit beta type-5","Saccharomyces cerevisiae","P30656","Proteasome subunit beta type-5"
"6HV4","Z","Proteasome subunit beta type-6","Saccharomyces cerevisiae","P23724","Proteasome subunit beta type-6"
"6HV4","a","Proteasome subunit beta type-7","Saccharomyces cerevisiae","P30657","Proteasome subunit beta type-7"
"6HV4","b","Proteasome subunit beta type-1","Saccharomyces cerevisiae","P38624","Proteasome subunit beta type-1"
"6HV5","A","Proteasome subunit alpha type-2","Saccharomyces cerevisiae","P23639","Proteasome subunit alpha type-2"
"6HV5","B","Proteasome subunit alpha type-3","Saccharomyces cerevisiae","P23638","Proteasome subunit alpha type-3"
"6HV5","C","Proteasome subunit alpha type-4","Saccharomyces cerevisiae","P40303","Proteasome subunit alpha type-4"
"6HV5","D","Proteasome subunit alpha type-5","Saccharomyces cerevisiae","P32379","Proteasome subunit alpha type-5"
"6HV5","E","Proteasome subunit alpha type-6","Saccharomyces cerevisiae","P40302","Proteasome subunit alpha type-6"
"6HV5","F","Probable proteasome subunit alpha type-7","Saccharomyces cerevisiae","P21242","Probable proteasome subunit alpha type-7"
"6HV5","G","Proteasome subunit alpha type-1","Saccharomyces cerevisiae","P21243","Proteasome subunit alpha type-1"
"6HV5","H","Proteasome subunit beta type-10,Proteasome subunit beta type-2","Saccharomyces cerevisiae,Homo sapiens","P25043#P40306","P25043:#Proteasome subunit beta type-2#P40306:#Proteasome subunit beta type-10"
"6HV5","I","Proteasome subunit beta type-3","Saccharomyces cerevisiae","P25451","Proteasome subunit beta type-3"
"6HV5","J","Proteasome subunit beta type-4","Saccharomyces cerevisiae","P22141","Proteasome subunit beta type-4"
"6HV5","K","Proteasome subunit beta type-5","Saccharomyces cerevisiae","P30656","Proteasome subunit beta type-5"
"6HV5","L","Proteasome subunit beta type-6","Saccharomyces cerevisiae","P23724","Proteasome subunit beta type-6"
"6HV5","M","Proteasome subunit beta type-7","Saccharomyces cerevisiae","P30657","Proteasome subunit beta type-7"
"6HV5","N","Proteasome subunit beta type-1","Saccharomyces cerevisiae","P38624","Proteasome subunit beta type-1"
"6HV5","O","Proteasome subunit alpha type-2","Saccharomyces cerevisiae","P23639","Proteasome subunit alpha type-2"
"6HV5","P","Proteasome subunit alpha type-3","Saccharomyces cerevisiae","P23638","Proteasome subunit alpha type-3"
"6HV5","Q","Proteasome subunit alpha type-4","Saccharomyces cerevisiae","P40303","Proteasome subunit alpha type-4"
"6HV5","R","Proteasome subunit alpha type-5","Saccharomyces cerevisiae","P32379","Proteasome subunit alpha type-5"
"6HV5","S","Proteasome subunit alpha type-6","Saccharomyces cerevisiae","P40302","Proteasome subunit alpha type-6"
"6HV5","T","Probable proteasome subunit alpha type-7","Saccharomyces cerevisiae","P21242","Probable proteasome subunit alpha type-7"
"6HV5","U","Proteasome subunit alpha type-1","Saccharomyces cerevisiae","P21243","Proteasome subunit alpha type-1"
"6HV5","V","Proteasome subunit beta type-10,Proteasome subunit beta type-2","Saccharomyces cerevisiae,Homo sapiens","P25043#P40306","P25043:#Proteasome subunit beta type-2#P40306:#Proteasome subunit beta type-10"
"6HV5","W","Proteasome subunit beta type-3","Saccharomyces cerevisiae","P25451","Proteasome subunit beta type-3"
"6HV5","X","Proteasome subunit beta type-4","Saccharomyces cerevisiae","P22141","Proteasome subunit beta type-4"
"6HV5","Y","Proteasome subunit beta type-5","Saccharomyces cerevisiae","P30656","Proteasome subunit beta type-5"
"6HV5","Z","Proteasome subunit beta type-6","Saccharomyces cerevisiae","P23724","Proteasome subunit beta type-6"
"6HV5","a","Proteasome subunit beta type-7","Saccharomyces cerevisiae","P30657","Proteasome subunit beta type-7"
"6HV5","b","Proteasome subunit beta type-1","Saccharomyces cerevisiae","P38624","Proteasome subunit beta type-1"
"6HV7","A","Proteasome subunit alpha type-2","Saccharomyces cerevisiae","P23639","Proteasome subunit alpha type-2"
"6HV7","B","Proteasome subunit alpha type-3","Saccharomyces cerevisiae","P23638","Proteasome subunit alpha type-3"
"6HV7","C","Proteasome subunit alpha type-4","Saccharomyces cerevisiae","P40303","Proteasome subunit alpha type-4"
"6HV7","D","Proteasome subunit alpha type-5","Saccharomyces cerevisiae","P32379","Proteasome subunit alpha type-5"
"6HV7","E","Proteasome subunit alpha type-6","Saccharomyces cerevisiae","P40302","Proteasome subunit alpha type-6"
"6HV7","F","Probable proteasome subunit alpha type-7","Saccharomyces cerevisiae","P21242","Probable proteasome subunit alpha type-7"
"6HV7","G","Proteasome subunit alpha type-1","Saccharomyces cerevisiae","P21243","Proteasome subunit alpha type-1"
"6HV7","H","Proteasome subunit beta type-10,Proteasome subunit beta type-2","Saccharomyces cerevisiae,Homo sapiens","P25043#P40306","P25043:#Proteasome subunit beta type-2#P40306:#Proteasome subunit beta type-10"
"6HV7","I","Proteasome subunit beta type-3","Saccharomyces cerevisiae","P25451","Proteasome subunit beta type-3"
"6HV7","J","Proteasome subunit beta type-4","Saccharomyces cerevisiae","P22141","Proteasome subunit beta type-4"
"6HV7","K","Proteasome subunit beta type-5","Saccharomyces cerevisiae","P30656","Proteasome subunit beta type-5"
"6HV7","L","Proteasome subunit beta type-6","Saccharomyces cerevisiae","P23724","Proteasome subunit beta type-6"
"6HV7","M","Proteasome subunit beta type-7","Saccharomyces cerevisiae","P30657","Proteasome subunit beta type-7"
"6HV7","N","Proteasome subunit beta type-1","Saccharomyces cerevisiae","P38624","Proteasome subunit beta type-1"
"6HV7","O","Proteasome subunit alpha type-2","Saccharomyces cerevisiae","P23639","Proteasome subunit alpha type-2"
"6HV7","P","Proteasome subunit alpha type-3","Saccharomyces cerevisiae","P23638","Proteasome subunit alpha type-3"
"6HV7","Q","Proteasome subunit alpha type-4","Saccharomyces cerevisiae","P40303","Proteasome subunit alpha type-4"
"6HV7","R","Proteasome subunit alpha type-5","Saccharomyces cerevisiae","P32379","Proteasome subunit alpha type-5"
"6HV7","S","Proteasome subunit alpha type-6","Saccharomyces cerevisiae","P40302","Proteasome subunit alpha type-6"
"6HV7","T","Probable proteasome subunit alpha type-7","Saccharomyces cerevisiae","P21242","Probable proteasome subunit alpha type-7"
"6HV7","U","Proteasome subunit alpha type-1","Saccharomyces cerevisiae","P21243","Proteasome subunit alpha type-1"
"6HV7","V","Proteasome subunit beta type-10,Proteasome subunit beta type-2","Saccharomyces cerevisiae,Homo sapiens","P25043#P40306","P25043:#Proteasome subunit beta type-2#P40306:#Proteasome subunit beta type-10"
"6HV7","W","Proteasome subunit beta type-3","Saccharomyces cerevisiae","P25451","Proteasome subunit beta type-3"
"6HV7","X","Proteasome subunit beta type-4","Saccharomyces cerevisiae","P22141","Proteasome subunit beta type-4"
"6HV7","Y","Proteasome subunit beta type-5","Saccharomyces cerevisiae","P30656","Proteasome subunit beta type-5"
"6HV7","Z","Proteasome subunit beta type-6","Saccharomyces cerevisiae","P23724","Proteasome subunit beta type-6"
"6HV7","a","Proteasome subunit beta type-7","Saccharomyces cerevisiae","P30657","Proteasome subunit beta type-7"
"6HV7","b","Proteasome subunit beta type-1","Saccharomyces cerevisiae","P38624","Proteasome subunit beta type-1"
"6HVA","A","Proteasome subunit alpha type-2","Saccharomyces cerevisiae","P23639","Proteasome subunit alpha type-2"
"6HVA","B","Proteasome subunit alpha type-3","Saccharomyces cerevisiae","P23638","Proteasome subunit alpha type-3"
"6HVA","C","Proteasome subunit alpha type-4","Saccharomyces cerevisiae","P40303","Proteasome subunit alpha type-4"
"6HVA","D","Proteasome subunit alpha type-5","Saccharomyces cerevisiae","P32379","Proteasome subunit alpha type-5"
"6HVA","E","Proteasome subunit alpha type-6","Saccharomyces cerevisiae","P40302","Proteasome subunit alpha type-6"
"6HVA","F","Probable proteasome subunit alpha type-7","Saccharomyces cerevisiae","P21242","Probable proteasome subunit alpha type-7"
"6HVA","G","Proteasome subunit alpha type-1","Saccharomyces cerevisiae","P21243","Proteasome subunit alpha type-1"
"6HVA","H","Proteasome subunit beta type-10,Proteasome subunit beta type-2","Saccharomyces cerevisiae,Homo sapiens","P25043#P40306","P25043:#Proteasome subunit beta type-2#P40306:#Proteasome subunit beta type-10"
"6HVA","I","Proteasome subunit beta type-3","Saccharomyces cerevisiae","P25451","Proteasome subunit beta type-3"
"6HVA","J","Proteasome subunit beta type-4","Saccharomyces cerevisiae","P22141","Proteasome subunit beta type-4"
"6HVA","K","Proteasome subunit beta type-5","Saccharomyces cerevisiae","P30656","Proteasome subunit beta type-5"
"6HVA","L","Proteasome subunit beta type-6","Saccharomyces cerevisiae","P23724","Proteasome subunit beta type-6"
"6HVA","M","Proteasome subunit beta type-7","Saccharomyces cerevisiae","P30657","Proteasome subunit beta type-7"
"6HVA","N","Proteasome subunit beta type-1","Saccharomyces cerevisiae","P38624","Proteasome subunit beta type-1"
"6HVA","O","Proteasome subunit alpha type-2","Saccharomyces cerevisiae","P23639","Proteasome subunit alpha type-2"
"6HVA","P","Proteasome subunit alpha type-3","Saccharomyces cerevisiae","P23638","Proteasome subunit alpha type-3"
